tokens,exclusive_related_actions,state_with_label
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'administrative', 'tools', 'and', 'then', 'click', 'local', 'security', 'policy', 'Under', 'security', 'settings', 'double-click', 'local', 'policies', 'and', 'then', 'click', 'security', 'options', 'Double-Click', 'additional', 'restrictions', 'for', 'anonymous', 'connections', 'and', 'then', 'under', 'local', 'policy', 'setting', 'click', 'not', 'defined', 'or', 'none.', 'rely', 'on', 'default', 'permissions']","{2: [], 5: [], 11: [], 18: [], 23: [], 26: [], 38: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.15301901  0.51963842
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.2031755  -0.31704903
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.38514704  0.40728405
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'start', 'and', 'then', 'click', 'explore', 'On', 'the', 'tools', 'menu', 'click', 'folder', 'options', 'Click', 'the', 'view', 'tab', 'and', 'then', 'in', 'the', 'advanced', 'settings', 'list', 'under', 'files', 'and', 'folders', 'do', 'the', 'following', 'Under', 'hidden', 'files', 'and', 'folders', 'click', 'show', 'hidden', 'files', 'and', 'folders', 'Click', 'to', 'clear', 'the', 'hide', 'file', 'extensions', 'for', 'known', 'file', 'types', 'check', 'box']","{0: [], 4: [], 10: [], 13: [], 36: [], 42: [], 44: []}","[[ 0.          0.          0.         ... -0.05419211  0.0313537
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.34097621 -0.61714637
   1.        ]
 [-0.071953    0.23127     0.023731   ... -0.54839051  0.24677488
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'and', 'then', 'click', 'help', 'On', 'the', 'search', 'tab', 'type', 'internet', 'connection', 'sharing', 'in', 'the', 'type', 'in', 'the', 'keyword', 'to', 'find', 'box', 'and', 'then', 'click', 'list', 'topics', 'Double-Click', 'internet', 'connection', 'sharing', 'in', 'the', 'select', 'topic', 'box']","{0: [], 4: [], 10: [], 16: [], 25: [], 28: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.10605057  0.24827075
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.07620847 -0.75769389
   1.        ]
 [-0.071953    0.23127     0.023731   ... -0.56075823  0.08512202
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'network', 'and', 'dial-up', 'connections', 'Right-Click', 'the', 'appropriate', 'dial-up', 'network', 'and', 'then', 'click', 'properties', 'Click', 'the', 'networking', 'tab', 'and', 'then', 'click', 'settings', 'Click', 'to', 'clear', 'the', 'negotiate', 'multi-link', 'for', 'single', 'link', 'connections', 'check', 'box', 'if', 'it', 'is', 'selected', 'Click', 'ok', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 7: [], 12: [], 19: [], 21: [], 27: [], 29: [], 31: [], 44: [], 45: [], 49: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.19437498  0.19431037
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.01189644  0.1104473
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.55489177  0.49441218
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'click', 'run', 'type', 'services.msc', 'in', 'the', 'open', 'box', 'and', 'then', 'click', 'ok', 'In', 'the', 'list', 'of', 'services', 'double-click', 'tcp/ip', 'netbios', 'helper', 'service', 'In', 'the', 'startup', 'type', 'list', 'click', 'automatic', 'and', 'then', 'click', 'apply', 'Under', 'service', 'status', 'click', 'start', 'to', 'start', 'the', 'tcp/ip', 'netbios', 'helper', 'service', 'When', 'the', 'service', 'is', 'started', 'click', 'ok', 'and', 'then', 'quit', 'the', 'services', 'snap-in']","{0: [], 2: [], 4: [], 12: [], 19: [], 27: [], 29: [], 33: [], 38: [], 41: [], 52: [], 56: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.2188549  -0.08111827
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.04576884 -0.71840453
   1.        ]
 [-0.76673001 -0.35962     0.38721001 ... -0.05982628  0.20385307
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'printers', 'Click', 'the', 'paintjet', 'printer', 'and', 'then', 'click', 'properties', 'on', 'the', 'file', 'menu', 'Click', 'the', 'device', 'settings', 'tab', 'Click', 'send', 'ctrl-d', 'after', 'each', 'job', 'and', 'then', 'click', 'no', 'in', 'the', 'list', 'box']","{0: [], 2: [], 7: [], 9: [], 15: [], 21: [], 26: [], 34: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.30001611  0.10580881
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.06076102 -0.02289411
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.63599628  0.39388901
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'my', 'network', 'places', 'and', 'then', 'click', 'properties', 'Right-Click', 'the', 'local', 'area', 'connection', 'icon', 'and', 'then', 'click', 'properties', 'Click', 'install', 'click', 'client', 'and', 'then', 'click', 'add', 'In', 'the', 'network', 'client', 'box', 'click', 'client', 'for', 'microsoft', 'networks', 'and', 'then', 'click', 'ok', 'In', 'the', 'local', 'area', 'connections', 'properties', 'window', 'click', 'ok']","{0: [], 6: [], 8: [], 16: [], 18: [], 20: [], 24: [], 31: [], 38: [], 47: []}","[[ 0.          0.          0.         ...  0.28165919 -0.2445038
   2.        ]
 [ 0.080273   -0.10861     0.72066998 ... -0.31357563  0.6247642
   1.        ]
 [ 0.22336    -0.18421    -0.071397   ...  0.2132432   1.11368787
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'and', 'then', 'point', 'to', 'settings', 'Click', 'network', 'and', 'dial-up', 'connections', 'Double-Click', 'the', 'applicable', 'local', 'area', 'connection', 'and', 'then', 'click', 'properties', 'In', 'the', 'components', 'pane', 'click', 'internet', 'protocol', '(tcp/ip)', 'and', 'then', 'click', 'properties', 'Click', 'advanced', 'click', 'the', 'wins', 'tab', 'and', 'then', 'click', 'enable', 'netbios', 'over', 'tcp/ip', 'Click', 'ok', 'to', 'close', 'all', 'the', 'dialog', 'boxes']","{0: [], 4: [], 7: [], 12: [], 20: [], 26: [], 32: [], 34: [], 36: [], 42: [], 47: [], 50: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.21678518  0.05433555
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.15239766 -0.93611443
   1.        ]
 [-0.071953    0.23127     0.023731   ... -0.65348995  0.05046547
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'administrative', 'tools', 'and', 'then', 'click', 'services', 'Right-Click', 'internet', 'connection', 'sharing', 'and', 'then', 'click', 'properties', 'Under', 'startup', 'type', 'click', 'disabled', 'Under', 'service', 'status', 'click', 'stop', 'Click', 'ok']","{0: [], 2: [], 5: [], 11: [], 13: [], 19: [], 24: [], 29: [], 31: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.47698218  0.09161337
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.30386972 -0.49951628
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.3975859   0.08192079
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Start', 'windows', 'explorer', 'On', 'the', 'tools', 'menu', 'click', 'folder', 'options', 'Click', 'the', 'view', 'tab', 'Click', 'to', 'clear', 'the', 'launch', 'folder', 'windows', 'in', 'a', 'separate', 'process', 'check', 'box', 'and', 'then', 'click', 'ok']","{0: [], 7: [], 10: [], 14: [], 16: [], 29: []}","[[ 0.23336001  0.16042     0.050714   ...  0.51352918 -0.37229806
   2.        ]
 [-0.54193997  0.39576     0.21015    ... -0.01596908  0.47991663
   1.        ]
 [-0.72951001 -0.16535001  0.85606998 ...  0.22254105  0.44809628
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'the', 'my', 'computer', 'icon', 'on', 'your', 'desktop', 'and', 'then', 'click', 'manage', 'In', 'the', 'computer', 'management', 'console', 'double-click', 'services', 'and', 'applications', 'and', 'then', 'click', 'services', 'In', 'the', 'rightmost', 'window', 'right-click', 'dhcp', 'client', 'and', 'then', 'click', 'properties', 'Change', 'startup', 'type', 'to', 'automatic', 'and', 'then', 'click', 'ok', 'Right-Click', 'the', 'dhcp', 'client', 'service', 'again', 'and', 'then', 'click', 'start']","{0: [], 10: [], 17: [], 23: [], 29: [], 34: [], 36: [], 43: [], 45: [], 53: []}","[[ 0.          0.          0.         ...  0.34926179 -0.10730354
   2.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.31686407 -0.22748923
   1.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.2986373   0.56447846
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'network', 'and', 'dial-up', 'connections', 'Right-Click', 'local', 'area', 'connection', 'and', 'then', 'click', 'properties', 'Click', 'install', 'click', 'protocol', 'and', 'then', 'click', 'add', 'Click', 'network', 'monitor', 'driver', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 5: [], 10: [], 15: [], 21: [], 23: [], 25: [], 29: [], 31: [], 37: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.21806812  0.13515824
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.0358991  -0.05868559
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.55922633  0.40545803
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'my', 'network', 'places', 'and', 'then', 'click', 'properties', 'Double-Click', 'local', 'area', 'connection', 'and', 'then', 'click', 'properties', 'Click', 'to', 'select', 'the', 'file', 'and', 'print', 'sharing', 'for', 'microsoft', 'networks', 'check', 'box', 'and', 'then', 'click', 'ok']","{0: [], 6: [], 8: [], 14: [], 16: [], 18: [], 31: []}","[[ 0.          0.          0.         ...  0.28165919 -0.2445038
   2.        ]
 [ 0.080273   -0.10861     0.72066998 ... -0.31357563  0.6247642
   1.        ]
 [ 0.22336    -0.18421    -0.071397   ...  0.2132432   1.11368787
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'administrative', 'tools', 'and', 'then', 'click', 'services', 'Right-Click', 'internet', 'connection', 'sharing', 'and', 'then', 'click', 'start']","{0: [], 2: [], 5: [], 11: [], 13: [], 19: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.47698218  0.09161337
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.30386972 -0.49951628
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.3975859   0.08192079
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'the', 'click', 'printers', 'In', 'the', 'printers', 'dialog', 'box', 'right-click', 'your', 'printer', 'and', 'then', 'click', 'properties', 'On', 'the', 'advanced', 'tab', 'click', 'print', 'processor', 'In', 'the', 'default', 'datatype', 'list', 'click', 'raw', 'and', 'then', 'click', 'ok', 'Click', 'ok', 'to', 'close', 'the', 'printer', 'properties', 'dialog', 'box']","{0: [], 2: [], 7: [], 14: [], 19: [], 25: [], 33: [], 37: [], 39: [], 42: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.44232774 -0.0824381
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.08979122 -0.26185334
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.72004771  0.24892418
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'network', 'and', 'dial-up', 'connections', 'Right-Click', 'local', 'area', 'connection', 'and', 'then', 'click', 'properties', 'Click', 'install', 'click', 'service', 'in', 'the', 'select', 'network', 'component', 'type', 'box', 'and', 'then', 'click', 'add', 'Click', 'sap', 'agent', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 5: [], 10: [], 15: [], 21: [], 23: [], 25: [], 36: [], 38: [], 43: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.21806812  0.13515824
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.0358991  -0.05868559
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.55922633  0.40545803
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'printers', 'Right-Click', 'the', 'hp', '1600', 'cm/ps', 'printer', 'and', 'then', 'click', 'properties', 'On', 'the', 'advanced', 'tab', 'click', 'new', 'driver', 'Click', 'next', 'In', 'the', 'manufacturers', 'box', 'click', 'hp', 'in', 'the', 'models', 'box', 'click', '1600', 'cm/ps', 'Click', 'next', 'or', 'finish', 'until', 'the', 'wizard', 'finishes']","{0: [], 2: [], 7: [], 9: [], 17: [], 23: [], 26: [], 32: [], 38: [], 41: [44], 44: [41]}","[[-0.76673001 -0.35962     0.38721001 ...  0.30001611  0.10580881
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.06076102 -0.02289411
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.63599628  0.39388901
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'network', 'and', 'dial-up', 'connection', 'Right-Click', 'local', 'area', 'connection', 'and', 'then', 'click', 'properties', 'Click', 'internet', 'protocol', '(tcp/ip)', 'and', 'then', 'click', 'properties', 'Click', 'advanced', 'and', 'then', 'click', 'the', 'wins', 'tab', 'Click', 'enable', 'netbios', 'over', 'tcp/ip', 'Click', 'ok', 'you', 'can', 'disregard', 'the', 'empty', 'primary', 'wins', 'address', 'notification', 'Click', 'ok', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 7: [], 12: [], 18: [], 20: [], 26: [], 28: [], 32: [], 36: [], 41: [], 52: [], 56: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.20519388  0.16202652
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.020157    0.12331068
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.50515997  0.51431769
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'network', 'and', 'dial-up', 'connections', 'Click', 'local', 'area', 'connection', 'and', 'then', 'click', 'properties', 'on', 'the', 'file', 'menu', 'click', 'install', 'Click', 'clients', 'click', 'add', 'click', 'client', 'for', 'microsoft', 'networks', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 7: [], 12: [], 18: [], 24: [], 26: [], 28: [], 30: [], 37: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.19437498  0.19431037
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.01189644  0.1104473
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.55489177  0.49441218
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'tools', 'and', 'then', 'choose', 'internet', 'options', 'Click', 'the', 'advanced', 'tab', 'Click', 'to', 'select', 'the', 'show', 'pictures', 'check', 'box', 'Click', 'ok']","{0: [], 4: [], 7: [], 11: [], 13: [], 19: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.59457886 -0.17932984
   2.        ]
 [-0.68381     0.76694    -0.40511    ... -0.02767087  0.2684792
   1.        ]
 [-0.071953    0.23127     0.023731   ... -0.58127713  0.2097166
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['On', 'the', 'tools', 'menu', 'click', 'internet', 'options', 'and', 'then', 'click', 'the', 'advanced', 'tab', 'In', 'the', 'settings', 'box', 'under', 'printing', 'click', 'to', 'select', 'the', 'print', 'background', 'colors', 'and', 'images', 'check', 'box', 'and', 'then', 'click', 'ok']","{4: [], 9: [], 19: [], 21: [], 32: []}","[[-0.21863    -0.42664     0.51959997 ... -0.08243845 -0.10379009
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.0140119  -0.43921018
   1.        ]
 [-0.68381     0.76694    -0.40511    ... -0.06484759 -0.18673022
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'internet', 'options', 'on', 'the', 'tools', 'menu', 'and', 'then', 'click', 'the', 'security', 'tab', 'Click', 'internet', 'in', 'the', 'select', 'a', 'web', 'content', 'zone', 'to', 'specify', 'its', 'security', 'settings', 'section', 'and', 'then', 'click', 'custom', 'level', 'In', 'the', 'run', 'activex', 'scripts', 'and', 'plugins', 'section', 'click', 'disable', 'and', 'then', 'click', 'ok']","{0: [], 9: [], 13: [], 17: [], 23: [], 30: [], 41: [], 45: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.07150414 -0.09899332
   2.        ]
 [ 0.17614     0.0020898   0.14669999 ... -0.02763058 -0.39748272
   1.        ]
 [ 0.14804     0.31521001  0.10215    ... -0.03644919  0.28717846
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['On', 'the', 'tools', 'menu', 'in', 'internet', 'explorer', 'click', 'internet', 'options', 'Click', 'the', 'advanced', 'tab', 'Click', 'to', 'clear', 'the', 'do', 'not', 'save', 'encrypted', 'pages', 'to', 'disk', 'check', 'box', 'and', 'then', 'click', 'ok']","{7: [], 10: [], 14: [], 16: [], 29: []}","[[-0.21863    -0.42664     0.51959997 ... -0.18409395  0.10557266
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.13479251 -0.03278481
   1.        ]
 [-0.68381     0.76694    -0.40511    ... -0.07596819  0.14316404
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['On', 'the', 'tools', 'menu', 'in', 'internet', 'explorer', 'click', 'internet', 'options', 'On', 'the', 'general', 'tab', 'under', 'temporary', 'internet', 'files', 'click', 'delete', 'files', 'and', 'then', 'click', 'ok', 'on', 'the', 'delete', 'files', 'dialog', 'box', 'Click', 'ok', 'to', 'close', 'the', 'internet', 'options', 'dialog', 'box', 'Click', 'the', 'refresh', 'button', 'at', 'the', 'top', 'of', 'the', 'browser', 'to', 'ensure', 'that', 'you', 'are', 'viewing', 'the', 'latest', 'version', 'of', 'the', 'current', 'page']","{7: [], 18: [], 23: [], 31: [], 34: [], 40: [], 55: []}","[[-0.21863    -0.42664     0.51959997 ... -0.18409395  0.10557266
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.13479251 -0.03278481
   1.        ]
 [-0.68381     0.76694    -0.40511    ... -0.07596819  0.14316404
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['In', 'internet', 'explorer', 'click', 'internet', 'options', 'on', 'the', 'tools', 'menu', 'Click', 'the', 'advanced', 'tab', 'Click', 'to', 'select', 'the', 'show', 'internet', 'explorer', 'on', 'desktop', 'check', 'box']","{3: [], 10: [], 14: [], 16: []}","[[ 0.085703   -0.22201     0.16569    ...  0.15023822  0.22631316
   1.        ]
 [ 0.17614     0.0020898   0.14669999 ...  0.68778014  0.15708384
   1.        ]
 [-0.72951001 -0.16535001  0.85606998 ...  0.01745687  0.36674696
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['In', 'internet', 'explorer', 'click', 'internet', 'options', 'on', 'the', 'tools', 'menu', 'On', 'the', 'general', 'tab', 'click', 'languages', 'Click', 'english', '[united', 'states][en-us]', 'and', 'then', 'click', 'ok', 'Click', 'ok', 'to', 'close', 'the', 'language', 'preference', 'dialog', 'box', 'click', 'ok', 'to', 'close', 'the', 'internet', 'options', 'dialog', 'box']","{3: [], 14: [], 16: [], 22: [], 24: [], 27: [], 33: [], 36: []}","[[ 0.085703   -0.22201     0.16569    ...  0.15023822  0.22631316
   1.        ]
 [ 0.17614     0.0020898   0.14669999 ...  0.68778014  0.15708384
   1.        ]
 [-0.72951001 -0.16535001  0.85606998 ...  0.01745687  0.36674696
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['In', 'internet', 'explorer', 'click', 'internet', 'options', 'on', 'the', 'tools', 'menu', 'On', 'the', 'privacy', 'tab', 'click', 'advanced', 'Click', 'to', 'select', 'the', 'override', 'automatic', 'cookie', 'handling', 'check', 'box', 'Click', 'prompt', 'for', 'both', 'first-party', 'cookies', 'and', 'third-party', 'cookies', 'Click', 'ok', 'twice']","{3: [], 14: [], 16: [], 18: [], 26: [], 35: []}","[[ 0.085703   -0.22201     0.16569    ...  0.15023822  0.22631316
   1.        ]
 [ 0.17614     0.0020898   0.14669999 ...  0.68778014  0.15708384
   1.        ]
 [-0.72951001 -0.16535001  0.85606998 ...  0.01745687  0.36674696
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['In', 'control', 'panel', 'double-click', 'display', 'Click', 'none', 'and', 'then', 'click', 'ok']","{3: [], 5: [], 9: []}","[[ 0.085703   -0.22201     0.16569    ...  0.1389429  -0.26021731
   1.        ]
 [-0.16487999 -1.02699995  0.58678001 ...  0.18869174  0.20760497
   1.        ]
 [-0.26982     0.15716     0.6067     ... -0.14682722  0.05070554
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Open', 'control', 'panel', 'and', 'then', 'click', 'power', 'options', 'Click', 'the', 'power', 'schemes', 'tab', 'Under', 'power', 'schemes', 'click', 'always', 'on']","{0: [], 5: [], 8: [], 16: []}","[[-0.61034     0.60236001  0.61764997 ...  0.01650005  0.05404581
   2.        ]
 [-0.16487999 -1.02699995  0.58678001 ...  0.51277626 -0.08922993
   1.        ]
 [-0.26982     0.15716     0.6067     ... -0.3464931  -0.1064454
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'my', 'computer', 'On', 'the', 'tools', 'menu', 'click', 'folder', 'options', 'Click', 'the', 'offline', 'files', 'tab', 'Click', 'to', 'select', 'the', 'enable', 'offline', 'files', 'check', 'box', 'click', 'apply', 'and', 'then', 'click', 'ok']","{0: [], 7: [], 10: [], 15: [], 17: [], 24: [], 28: []}","[[ 0.          0.          0.         ...  0.35772303 -0.48197272
   2.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.29103863  0.19458395
   1.        ]
 [-0.16298001  0.30140999  0.57977998 ... -0.16973583 -0.77711082
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['On', 'the', 'start', 'menu', 'point', 'to', 'programs', 'point', 'to', 'administrative', 'tools', 'and', 'then', 'click', 'services', 'Click', 'routing', 'and', 'remote', 'access', 'and', 'then', 'click', 'the', 'stop', 'symbol', 'Click', 'remote', 'registry', 'service', 'and', 'then', 'click', 'the', 'start', 'symbol', 'Click', 'routing', 'and', 'remote', 'access', 'and', 'then', 'click', 'the', 'start', 'symbol']","{4: [], 7: [], 13: [], 15: [], 22: [], 26: [], 32: [], 36: [], 43: []}","[[-0.21863    -0.42664     0.51959997 ... -0.19840491  0.22311442
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.02330727 -0.0735049
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.71573901 -0.97536814
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
