tokens,exclusive_related_actions,state_with_label
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'administrative', 'tools', 'and', 'then', 'click', 'local', 'security', 'policy', 'Under', 'security', 'settings', 'double-click', 'local', 'policies', 'and', 'then', 'click', 'security', 'options', 'Double-Click', 'additional', 'restrictions', 'for', 'anonymous', 'connections', 'and', 'then', 'under', 'local', 'policy', 'setting', 'click', 'not', 'defined', 'or', 'none.', 'rely', 'on', 'default', 'permissions']","{2: [], 5: [], 11: [], 18: [], 23: [], 26: [], 38: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'start', 'and', 'then', 'click', 'explore', 'On', 'the', 'tools', 'menu', 'click', 'folder', 'options', 'Click', 'the', 'view', 'tab', 'and', 'then', 'in', 'the', 'advanced', 'settings', 'list', 'under', 'files', 'and', 'folders', 'do', 'the', 'following', 'Under', 'hidden', 'files', 'and', 'folders', 'click', 'show', 'hidden', 'files', 'and', 'folders', 'Click', 'to', 'clear', 'the', 'hide', 'file', 'extensions', 'for', 'known', 'file', 'types', 'check', 'box']","{0: [], 4: [], 10: [], 13: [], 36: [], 42: [], 44: []}","[[ 0.          0.          0.         ...  0.          0.
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [-0.071953    0.23127     0.023731   ...  0.86894     0.19539
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'and', 'then', 'click', 'help', 'On', 'the', 'search', 'tab', 'type', 'internet', 'connection', 'sharing', 'in', 'the', 'type', 'in', 'the', 'keyword', 'to', 'find', 'box', 'and', 'then', 'click', 'list', 'topics', 'Double-Click', 'internet', 'connection', 'sharing', 'in', 'the', 'select', 'topic', 'box']","{0: [], 4: [], 10: [], 16: [], 25: [], 28: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [-0.071953    0.23127     0.023731   ...  0.86894     0.19539
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'network', 'and', 'dial-up', 'connections', 'Right-Click', 'the', 'appropriate', 'dial-up', 'network', 'and', 'then', 'click', 'properties', 'Click', 'the', 'networking', 'tab', 'and', 'then', 'click', 'settings', 'Click', 'to', 'clear', 'the', 'negotiate', 'multi-link', 'for', 'single', 'link', 'connections', 'check', 'box', 'if', 'it', 'is', 'selected', 'Click', 'ok', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 7: [], 12: [], 19: [], 21: [], 27: [], 29: [], 31: [], 44: [], 45: [], 49: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'click', 'run', 'type', 'services.msc', 'in', 'the', 'open', 'box', 'and', 'then', 'click', 'ok', 'In', 'the', 'list', 'of', 'services', 'double-click', 'tcp/ip', 'netbios', 'helper', 'service', 'In', 'the', 'startup', 'type', 'list', 'click', 'automatic', 'and', 'then', 'click', 'apply', 'Under', 'service', 'status', 'click', 'start', 'to', 'start', 'the', 'tcp/ip', 'netbios', 'helper', 'service', 'When', 'the', 'service', 'is', 'started', 'click', 'ok', 'and', 'then', 'quit', 'the', 'services', 'snap-in']","{0: [], 2: [], 4: [], 12: [], 19: [], 27: [], 29: [], 33: [], 38: [], 41: [], 52: [], 56: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'printers', 'Click', 'the', 'paintjet', 'printer', 'and', 'then', 'click', 'properties', 'on', 'the', 'file', 'menu', 'Click', 'the', 'device', 'settings', 'tab', 'Click', 'send', 'ctrl-d', 'after', 'each', 'job', 'and', 'then', 'click', 'no', 'in', 'the', 'list', 'box']","{0: [], 2: [], 7: [], 9: [], 15: [], 21: [], 26: [], 34: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'my', 'network', 'places', 'and', 'then', 'click', 'properties', 'Right-Click', 'the', 'local', 'area', 'connection', 'icon', 'and', 'then', 'click', 'properties', 'Click', 'install', 'click', 'client', 'and', 'then', 'click', 'add', 'In', 'the', 'network', 'client', 'box', 'click', 'client', 'for', 'microsoft', 'networks', 'and', 'then', 'click', 'ok', 'In', 'the', 'local', 'area', 'connections', 'properties', 'window', 'click', 'ok']","{0: [], 6: [], 8: [], 16: [], 18: [], 20: [], 24: [], 31: [], 38: [], 47: []}","[[ 0.          0.          0.         ...  0.          0.
   2.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.31466001  1.00870001
   1.        ]
 [ 0.22336    -0.18421    -0.071397   ...  1.17490005  0.79153001
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'and', 'then', 'point', 'to', 'settings', 'Click', 'network', 'and', 'dial-up', 'connections', 'Double-Click', 'the', 'applicable', 'local', 'area', 'connection', 'and', 'then', 'click', 'properties', 'In', 'the', 'components', 'pane', 'click', 'internet', 'protocol', '(tcp/ip)', 'and', 'then', 'click', 'properties', 'Click', 'advanced', 'click', 'the', 'wins', 'tab', 'and', 'then', 'click', 'enable', 'netbios', 'over', 'tcp/ip', 'Click', 'ok', 'to', 'close', 'all', 'the', 'dialog', 'boxes']","{0: [], 4: [], 7: [], 12: [], 20: [], 26: [], 32: [], 34: [], 36: [], 42: [], 47: [], 50: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [-0.071953    0.23127     0.023731   ...  0.86894     0.19539
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'administrative', 'tools', 'and', 'then', 'click', 'services', 'Right-Click', 'internet', 'connection', 'sharing', 'and', 'then', 'click', 'properties', 'Under', 'startup', 'type', 'click', 'disabled', 'Under', 'service', 'status', 'click', 'stop', 'Click', 'ok']","{0: [], 2: [], 5: [], 11: [], 13: [], 19: [], 24: [], 29: [], 31: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Start', 'windows', 'explorer', 'On', 'the', 'tools', 'menu', 'click', 'folder', 'options', 'Click', 'the', 'view', 'tab', 'Click', 'to', 'clear', 'the', 'launch', 'folder', 'windows', 'in', 'a', 'separate', 'process', 'check', 'box', 'and', 'then', 'click', 'ok']","{0: [], 7: [], 10: [], 14: [], 16: [], 29: []}","[[ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   2.        ]
 [-0.54193997  0.39576     0.21015    ...  1.57679999  0.20408
   1.        ]
 [-0.72951001 -0.16535001  0.85606998 ...  0.030846   -0.59592998
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'the', 'my', 'computer', 'icon', 'on', 'your', 'desktop', 'and', 'then', 'click', 'manage', 'In', 'the', 'computer', 'management', 'console', 'double-click', 'services', 'and', 'applications', 'and', 'then', 'click', 'services', 'In', 'the', 'rightmost', 'window', 'right-click', 'dhcp', 'client', 'and', 'then', 'click', 'properties', 'Change', 'startup', 'type', 'to', 'automatic', 'and', 'then', 'click', 'ok', 'Right-Click', 'the', 'dhcp', 'client', 'service', 'again', 'and', 'then', 'click', 'start']","{0: [], 10: [], 17: [], 23: [], 29: [], 34: [], 36: [], 43: [], 45: [], 53: []}","[[ 0.          0.          0.         ...  0.          0.
   2.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.82779998  0.27061999
   1.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.31466001  1.00870001
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'network', 'and', 'dial-up', 'connections', 'Right-Click', 'local', 'area', 'connection', 'and', 'then', 'click', 'properties', 'Click', 'install', 'click', 'protocol', 'and', 'then', 'click', 'add', 'Click', 'network', 'monitor', 'driver', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 5: [], 10: [], 15: [], 21: [], 23: [], 25: [], 29: [], 31: [], 37: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'my', 'network', 'places', 'and', 'then', 'click', 'properties', 'Double-Click', 'local', 'area', 'connection', 'and', 'then', 'click', 'properties', 'Click', 'to', 'select', 'the', 'file', 'and', 'print', 'sharing', 'for', 'microsoft', 'networks', 'check', 'box', 'and', 'then', 'click', 'ok']","{0: [], 6: [], 8: [], 14: [], 16: [], 18: [], 31: []}","[[ 0.          0.          0.         ...  0.          0.
   2.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.31466001  1.00870001
   1.        ]
 [ 0.22336    -0.18421    -0.071397   ...  1.17490005  0.79153001
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'administrative', 'tools', 'and', 'then', 'click', 'services', 'Right-Click', 'internet', 'connection', 'sharing', 'and', 'then', 'click', 'start']","{0: [], 2: [], 5: [], 11: [], 13: [], 19: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'the', 'click', 'printers', 'In', 'the', 'printers', 'dialog', 'box', 'right-click', 'your', 'printer', 'and', 'then', 'click', 'properties', 'On', 'the', 'advanced', 'tab', 'click', 'print', 'processor', 'In', 'the', 'default', 'datatype', 'list', 'click', 'raw', 'and', 'then', 'click', 'ok', 'Click', 'ok', 'to', 'close', 'the', 'printer', 'properties', 'dialog', 'box']","{0: [], 2: [], 7: [], 14: [], 19: [], 25: [], 33: [], 37: [], 39: [], 42: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'network', 'and', 'dial-up', 'connections', 'Right-Click', 'local', 'area', 'connection', 'and', 'then', 'click', 'properties', 'Click', 'install', 'click', 'service', 'in', 'the', 'select', 'network', 'component', 'type', 'box', 'and', 'then', 'click', 'add', 'Click', 'sap', 'agent', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 5: [], 10: [], 15: [], 21: [], 23: [], 25: [], 36: [], 38: [], 43: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'printers', 'Right-Click', 'the', 'hp', '1600', 'cm/ps', 'printer', 'and', 'then', 'click', 'properties', 'On', 'the', 'advanced', 'tab', 'click', 'new', 'driver', 'Click', 'next', 'In', 'the', 'manufacturers', 'box', 'click', 'hp', 'in', 'the', 'models', 'box', 'click', '1600', 'cm/ps', 'Click', 'next', 'or', 'finish', 'until', 'the', 'wizard', 'finishes']","{0: [], 2: [], 7: [], 9: [], 17: [], 23: [], 26: [], 32: [], 38: [], 41: [44], 44: [41]}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'network', 'and', 'dial-up', 'connection', 'Right-Click', 'local', 'area', 'connection', 'and', 'then', 'click', 'properties', 'Click', 'internet', 'protocol', '(tcp/ip)', 'and', 'then', 'click', 'properties', 'Click', 'advanced', 'and', 'then', 'click', 'the', 'wins', 'tab', 'Click', 'enable', 'netbios', 'over', 'tcp/ip', 'Click', 'ok', 'you', 'can', 'disregard', 'the', 'empty', 'primary', 'wins', 'address', 'notification', 'Click', 'ok', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 7: [], 12: [], 18: [], 20: [], 26: [], 28: [], 32: [], 36: [], 41: [], 52: [], 56: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'network', 'and', 'dial-up', 'connections', 'Click', 'local', 'area', 'connection', 'and', 'then', 'click', 'properties', 'on', 'the', 'file', 'menu', 'click', 'install', 'Click', 'clients', 'click', 'add', 'click', 'client', 'for', 'microsoft', 'networks', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 7: [], 12: [], 18: [], 24: [], 26: [], 28: [], 30: [], 37: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.24223     0.61360002
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'tools', 'and', 'then', 'choose', 'internet', 'options', 'Click', 'the', 'advanced', 'tab', 'Click', 'to', 'select', 'the', 'show', 'pictures', 'check', 'box', 'Click', 'ok']","{0: [], 4: [], 7: [], 11: [], 13: [], 19: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [-0.68381     0.76694    -0.40511    ...  1.44500005  0.71612
   1.        ]
 [-0.071953    0.23127     0.023731   ...  0.86894     0.19539
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['On', 'the', 'tools', 'menu', 'click', 'internet', 'options', 'and', 'then', 'click', 'the', 'advanced', 'tab', 'In', 'the', 'settings', 'box', 'under', 'printing', 'click', 'to', 'select', 'the', 'print', 'background', 'colors', 'and', 'images', 'check', 'box', 'and', 'then', 'click', 'ok']","{4: [], 9: [], 19: [], 21: [], 32: []}","[[-0.21863    -0.42664     0.51959997 ...  1.38160002  0.18084
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.82779998  0.27061999
   1.        ]
 [-0.68381     0.76694    -0.40511    ...  1.44500005  0.71612
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'internet', 'options', 'on', 'the', 'tools', 'menu', 'and', 'then', 'click', 'the', 'security', 'tab', 'Click', 'internet', 'in', 'the', 'select', 'a', 'web', 'content', 'zone', 'to', 'specify', 'its', 'security', 'settings', 'section', 'and', 'then', 'click', 'custom', 'level', 'In', 'the', 'run', 'activex', 'scripts', 'and', 'plugins', 'section', 'click', 'disable', 'and', 'then', 'click', 'ok']","{0: [], 9: [], 13: [], 17: [], 23: [], 30: [], 41: [], 45: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.90881002 -0.22330999
   2.        ]
 [ 0.17614     0.0020898   0.14669999 ...  0.76502001  0.65232003
   1.        ]
 [ 0.14804     0.31521001  0.10215    ...  0.75892001  0.69265997
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['On', 'the', 'tools', 'menu', 'in', 'internet', 'explorer', 'click', 'internet', 'options', 'Click', 'the', 'advanced', 'tab', 'Click', 'to', 'clear', 'the', 'do', 'not', 'save', 'encrypted', 'pages', 'to', 'disk', 'check', 'box', 'and', 'then', 'click', 'ok']","{7: [], 10: [], 14: [], 16: [], 29: []}","[[-0.21863    -0.42664     0.51959997 ...  1.38160002  0.18084
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.82779998  0.27061999
   1.        ]
 [-0.68381     0.76694    -0.40511    ...  1.44500005  0.71612
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['On', 'the', 'tools', 'menu', 'in', 'internet', 'explorer', 'click', 'internet', 'options', 'On', 'the', 'general', 'tab', 'under', 'temporary', 'internet', 'files', 'click', 'delete', 'files', 'and', 'then', 'click', 'ok', 'on', 'the', 'delete', 'files', 'dialog', 'box', 'Click', 'ok', 'to', 'close', 'the', 'internet', 'options', 'dialog', 'box', 'Click', 'the', 'refresh', 'button', 'at', 'the', 'top', 'of', 'the', 'browser', 'to', 'ensure', 'that', 'you', 'are', 'viewing', 'the', 'latest', 'version', 'of', 'the', 'current', 'page']","{7: [], 18: [], 23: [], 31: [], 34: [], 40: [], 55: []}","[[-0.21863    -0.42664     0.51959997 ...  1.38160002  0.18084
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.82779998  0.27061999
   1.        ]
 [-0.68381     0.76694    -0.40511    ...  1.44500005  0.71612
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['In', 'internet', 'explorer', 'click', 'internet', 'options', 'on', 'the', 'tools', 'menu', 'Click', 'the', 'advanced', 'tab', 'Click', 'to', 'select', 'the', 'show', 'internet', 'explorer', 'on', 'desktop', 'check', 'box']","{3: [], 10: [], 14: [], 16: []}","[[ 0.085703   -0.22201     0.16569    ...  0.75808001 -0.34243
   1.        ]
 [ 0.17614     0.0020898   0.14669999 ...  0.76502001  0.65232003
   1.        ]
 [-0.72951001 -0.16535001  0.85606998 ...  0.030846   -0.59592998
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['In', 'internet', 'explorer', 'click', 'internet', 'options', 'on', 'the', 'tools', 'menu', 'On', 'the', 'general', 'tab', 'click', 'languages', 'Click', 'english', '[united', 'states][en-us]', 'and', 'then', 'click', 'ok', 'Click', 'ok', 'to', 'close', 'the', 'language', 'preference', 'dialog', 'box', 'click', 'ok', 'to', 'close', 'the', 'internet', 'options', 'dialog', 'box']","{3: [], 14: [], 16: [], 22: [], 24: [], 27: [], 33: [], 36: []}","[[ 0.085703   -0.22201     0.16569    ...  0.75808001 -0.34243
   1.        ]
 [ 0.17614     0.0020898   0.14669999 ...  0.76502001  0.65232003
   1.        ]
 [-0.72951001 -0.16535001  0.85606998 ...  0.030846   -0.59592998
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['In', 'internet', 'explorer', 'click', 'internet', 'options', 'on', 'the', 'tools', 'menu', 'On', 'the', 'privacy', 'tab', 'click', 'advanced', 'Click', 'to', 'select', 'the', 'override', 'automatic', 'cookie', 'handling', 'check', 'box', 'Click', 'prompt', 'for', 'both', 'first-party', 'cookies', 'and', 'third-party', 'cookies', 'Click', 'ok', 'twice']","{3: [], 14: [], 16: [], 18: [], 26: [], 35: []}","[[ 0.085703   -0.22201     0.16569    ...  0.75808001 -0.34243
   1.        ]
 [ 0.17614     0.0020898   0.14669999 ...  0.76502001  0.65232003
   1.        ]
 [-0.72951001 -0.16535001  0.85606998 ...  0.030846   -0.59592998
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['In', 'control', 'panel', 'double-click', 'display', 'Click', 'none', 'and', 'then', 'click', 'ok']","{3: [], 5: [], 9: []}","[[ 0.085703   -0.22201     0.16569    ...  0.75808001 -0.34243
   1.        ]
 [-0.16487999 -1.02699995  0.58678001 ...  0.78654999  0.076509
   1.        ]
 [-0.26982     0.15716     0.6067     ...  1.25639999 -0.27564001
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Open', 'control', 'panel', 'and', 'then', 'click', 'power', 'options', 'Click', 'the', 'power', 'schemes', 'tab', 'Under', 'power', 'schemes', 'click', 'always', 'on']","{0: [], 5: [], 8: [], 16: []}","[[-0.61034     0.60236001  0.61764997 ...  0.72138     0.52252001
   2.        ]
 [-0.16487999 -1.02699995  0.58678001 ...  0.78654999  0.076509
   1.        ]
 [-0.26982     0.15716     0.6067     ...  1.25639999 -0.27564001
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'my', 'computer', 'On', 'the', 'tools', 'menu', 'click', 'folder', 'options', 'Click', 'the', 'offline', 'files', 'tab', 'Click', 'to', 'select', 'the', 'enable', 'offline', 'files', 'check', 'box', 'click', 'apply', 'and', 'then', 'click', 'ok']","{0: [], 7: [], 10: [], 15: [], 17: [], 24: [], 28: []}","[[ 0.          0.          0.         ...  0.          0.
   2.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.31466001  1.00870001
   1.        ]
 [-0.16298001  0.30140999  0.57977998 ...  0.91289002 -0.30926999
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['On', 'the', 'start', 'menu', 'point', 'to', 'programs', 'point', 'to', 'administrative', 'tools', 'and', 'then', 'click', 'services', 'Click', 'routing', 'and', 'remote', 'access', 'and', 'then', 'click', 'the', 'stop', 'symbol', 'Click', 'remote', 'registry', 'service', 'and', 'then', 'click', 'the', 'start', 'symbol', 'Click', 'routing', 'and', 'remote', 'access', 'and', 'then', 'click', 'the', 'start', 'symbol']","{4: [], 7: [], 13: [], 15: [], 22: [], 26: [], 32: [], 36: [], 43: []}","[[-0.21863    -0.42664     0.51959997 ...  1.38160002  0.18084
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.82779998  0.27061999
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.78044999  0.13155
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
