tokens,act_ind,act_inds,obj_inds,state_with_label
"['Click', 'start', 'click', 'run', 'and', 'then', 'type', 'dcomcnfg', 'in', 'the', 'open', 'box']",0,"[0, 2, 6]","[[1], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.44572237  0.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.43634447  1.
   2.        ]
 [-0.76673001 -0.35962     0.38721001 ...  0.52564996  2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'click', 'run', 'and', 'then', 'type', 'dcomcnfg', 'in', 'the', 'open', 'box']",2,"[0, 2, 6]","[[3], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.44572237  2.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.43634447  1.
   1.        ]
 [-0.76673001 -0.35962     0.38721001 ...  0.52564996  0.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'click', 'run', 'and', 'then', 'type', 'dcomcnfg', 'in', 'the', 'open', 'box']",6,"[0, 2, 6]","[[7], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.44572237  6.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.43634447  5.
   1.        ]
 [-0.76673001 -0.35962     0.38721001 ...  0.52564996  4.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'click', 'run', 'and', 'then', 'type', 'dcomcnfg', 'in', 'the', 'open', 'box', 'Click', 'ok', 'and', 'click', 'the', 'default', 'properties', 'tab']",12,"[12, 15]","[[13], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.42043978 12.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.39611709 11.
   1.        ]
 [-0.76673001 -0.35962     0.38721001 ...  0.47824141 10.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'click', 'run', 'and', 'then', 'type', 'dcomcnfg', 'in', 'the', 'open', 'box', 'Click', 'ok', 'and', 'click', 'the', 'default', 'properties', 'tab']",15,"[12, 15]","[[17, 18, 19], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.42043978 15.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.39611709 14.
   1.        ]
 [-0.76673001 -0.35962     0.38721001 ...  0.47824141 13.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'ok', 'and', 'click', 'the', 'default', 'properties', 'tab', 'Click', 'identify', 'in', 'the', 'default', 'impersonation', 'level', 'box']",8,[8],"[[9, 14, 15], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.35751614  8.
   1.        ]
 [ 0.21295001  0.03707     1.01240003 ...  0.16696055  7.
   1.        ]
 [-0.071953    0.23127     0.023731   ...  0.42700678  6.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'identify', 'in', 'the', 'default', 'impersonation', 'level', 'box', 'Click', 'apply', 'or', 'ok']",8,[8],"[[9], [11]]","[[-0.76673001 -0.35962     0.38721001 ...  0.27038285  8.
   1.        ]
 [-0.34064999  0.049675   -0.45954999 ... -0.5512917   7.
   1.        ]
 [ 0.085703   -0.22201     0.16569    ...  0.40700921  6.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Start', 'internet', 'explorer']",0,[0],"[[1, 2], []]","[[ 0.23336001  0.16042     0.050714   ... -0.20748395  0.
   1.        ]
 [ 0.17614     0.0020898   0.14669999 ...  0.41134131  1.
   2.        ]
 [-0.72951001 -0.16535001  0.85606998 ... -0.03251583  2.
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Start', 'internet', 'explorer', 'On', 'the', 'tools', 'menu', 'click', 'internet', 'options']",7,[7],"[[8, 9], []]","[[ 2.33360007e-01  1.60420001e-01  5.07140011e-02 ...  1.85224324e-01
   7.00000000e+00  1.00000000e+00]
 [ 1.76139995e-01  2.08980008e-03  1.46699995e-01 ...  6.98209703e-01
   6.00000000e+00  1.00000000e+00]
 [-7.29510009e-01 -1.65350005e-01  8.56069982e-01 ...  2.22884804e-01
   5.00000000e+00  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['On', 'the', 'tools', 'menu', 'click', 'internet', 'options', 'On', 'the', 'general', 'tab', 'click', 'accessibility']",11,[11],"[[12], []]","[[-0.21863    -0.42664     0.51959997 ...  0.94979745 11.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  1.03951871 10.
   1.        ]
 [-0.68381     0.76694    -0.40511    ... -0.10889051  9.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['On', 'the', 'general', 'tab', 'click', 'accessibility', 'Click', 'to', 'select', 'the', 'ignore', 'font', 'sizes', 'specified', 'on', 'web', 'pages', 'check', 'box']",6,"[6, 8]","[[-1], []]","[[-0.21863    -0.42664     0.51959997 ...  0.96864218  6.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.80320328  5.
   1.        ]
 [-0.47385001 -0.061351    0.37276    ...  0.57844466  4.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['On', 'the', 'general', 'tab', 'click', 'accessibility', 'Click', 'to', 'select', 'the', 'ignore', 'font', 'sizes', 'specified', 'on', 'web', 'pages', 'check', 'box']",8,"[6, 8]","[[17, 18], []]","[[-0.21863    -0.42664     0.51959997 ...  0.96864218  8.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.80320328  7.
   1.        ]
 [-0.47385001 -0.061351    0.37276    ...  0.57844466  6.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'to', 'select', 'the', 'ignore', 'font', 'sizes', 'specified', 'on', 'web', 'pages', 'check', 'box', 'Click', 'ok', 'twice']",13,[13],"[[14], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.21403408 13.
   1.        ]
 [-0.18970001  0.050024    0.19084001 ...  0.55213296 12.
   1.        ]
 [-0.42039001  0.20987999  0.13553999 ...  0.28506085 11.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'my', 'computer']",0,[0],"[[1, 2], []]","[[ 0.          0.          0.         ...  0.22056143  0.
   1.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.39271411  1.
   2.        ]
 [-0.16298001  0.30140999  0.57977998 ...  0.59074455  2.
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'my', 'computer', 'On', 'the', 'tools', 'menu', 'click', 'folder', 'options']",7,[7],"[[8, 9], []]","[[ 0.          0.          0.         ...  0.45296451  7.
   1.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.25970393  6.
   1.        ]
 [-0.16298001  0.30140999  0.57977998 ...  0.45245394  5.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['On', 'the', 'tools', 'menu', 'click', 'folder', 'options', 'Click', 'the', 'file', 'types', 'tab']",7,[7],"[[9, 10, 11], []]","[[-0.21863    -0.42664     0.51959997 ...  1.04017901  7.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.93399322  6.
   1.        ]
 [-0.68381     0.76694    -0.40511    ...  0.06857698  5.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'file', 'types', 'tab', 'Under', 'registered', 'file', 'types', 'click', 'to', 'select', 'doc', 'microsoft', 'word', 'document', 'or', 'xls', 'microsoft', 'excel', 'worksheet', 'and', 'then', 'click', 'advanced']",9,"[9, 11, 23]","[[-1], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.34868056  9.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.7563045   8.
   1.        ]
 [-0.60503     0.35631999  0.1698     ... -0.10904925  7.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'file', 'types', 'tab', 'Under', 'registered', 'file', 'types', 'click', 'to', 'select', 'doc', 'microsoft', 'word', 'document', 'or', 'xls', 'microsoft', 'excel', 'worksheet', 'and', 'then', 'click', 'advanced']",11,"[9, 11, 23]","[[12], [17]]","[[-0.76673001 -0.35962     0.38721001 ...  0.34868056 11.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.7563045  10.
   1.        ]
 [-0.60503     0.35631999  0.1698     ... -0.10904925  9.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'file', 'types', 'tab', 'Under', 'registered', 'file', 'types', 'click', 'to', 'select', 'doc', 'microsoft', 'word', 'document', 'or', 'xls', 'microsoft', 'excel', 'worksheet', 'and', 'then', 'click', 'advanced']",23,"[9, 11, 23]","[[24], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.34868056 23.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.7563045  22.
   1.        ]
 [-0.60503     0.35631999  0.1698     ... -0.10904925 21.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Under', 'registered', 'file', 'types', 'click', 'to', 'select', 'doc', 'microsoft', 'word', 'document', 'or', 'xls', 'microsoft', 'excel', 'worksheet', 'and', 'then', 'click', 'advanced', 'Click', 'to', 'clear', 'the', 'confirm', 'open', 'after', 'download', 'check', 'box', 'and', 'then', 'click', 'ok']",20,"[20, 22, 32]","[[-1], []]","[[-0.16233     0.064641    0.25104001 ...  0.59069115 20.
   1.        ]
 [ 0.43068999  0.5151     -0.1701     ... -0.20482704 19.
   1.        ]
 [-0.60503     0.35631999  0.1698     ... -0.25205767 18.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Under', 'registered', 'file', 'types', 'click', 'to', 'select', 'doc', 'microsoft', 'word', 'document', 'or', 'xls', 'microsoft', 'excel', 'worksheet', 'and', 'then', 'click', 'advanced', 'Click', 'to', 'clear', 'the', 'confirm', 'open', 'after', 'download', 'check', 'box', 'and', 'then', 'click', 'ok']",22,"[20, 22, 32]","[[28, 29], []]","[[-0.16233     0.064641    0.25104001 ...  0.59069115 22.
   1.        ]
 [ 0.43068999  0.5151     -0.1701     ... -0.20482704 21.
   1.        ]
 [-0.60503     0.35631999  0.1698     ... -0.25205767 20.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Under', 'registered', 'file', 'types', 'click', 'to', 'select', 'doc', 'microsoft', 'word', 'document', 'or', 'xls', 'microsoft', 'excel', 'worksheet', 'and', 'then', 'click', 'advanced', 'Click', 'to', 'clear', 'the', 'confirm', 'open', 'after', 'download', 'check', 'box', 'and', 'then', 'click', 'ok']",32,"[20, 22, 32]","[[33], []]","[[-0.16233     0.064641    0.25104001 ...  0.59069115 32.
   1.        ]
 [ 0.43068999  0.5151     -0.1701     ... -0.20482704 31.
   1.        ]
 [-0.60503     0.35631999  0.1698     ... -0.25205767 30.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'my', 'computer', 'and', 'then', 'click', 'manage']",0,"[0, 5]","[[1, 2], []]","[[ 0.          0.          0.         ...  0.32206333  0.
   1.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.29552871  1.
   2.        ]
 [-0.16298001  0.30140999  0.57977998 ...  0.47024029  2.
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'my', 'computer', 'and', 'then', 'click', 'manage']",5,"[0, 5]","[[6], []]","[[ 0.          0.          0.         ...  0.32206333  5.
   1.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.29552871  4.
   1.        ]
 [-0.16298001  0.30140999  0.57977998 ...  0.47024029  3.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'my', 'computer', 'and', 'then', 'click', 'manage', 'Double-Click', 'system', 'tools']",7,[7],"[[8], []]","[[ 0.          0.          0.         ...  0.47991776  7.
   1.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.33302626  6.
   1.        ]
 [-0.16298001  0.30140999  0.57977998 ...  0.61243254  5.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'system', 'tools', 'Double-Click', 'local', 'users', 'and', 'groups']",3,[3],"[[4, 5, 7], []]","[[ 0.          0.          0.         ...  0.77621901  3.
   1.        ]
 [ 0.024339    0.34017     0.90581    ...  0.03719508  2.
   1.        ]
 [-0.68381     0.76694    -0.40511    ... -0.36441129  1.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'local', 'users', 'and', 'groups', 'Double-Click', 'users']",5,[5],"[[6], []]","[[ 0.          0.          0.         ...  0.50547528  5.
   1.        ]
 [-0.25705001 -0.056895   -0.38102999 ...  0.18105283  4.
   1.        ]
 [ 0.013858    0.10622     0.18355    ... -0.26469916  3.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'users', 'On', 'the', 'action', 'menu', 'click', 'new', 'user']",6,[6],"[[7, 8], []]","[[ 0.          0.          0.         ...  0.48553783  6.
   1.        ]
 [ 0.013858    0.10622     0.18355    ... -0.39613476  5.
   1.        ]
 [-0.21863    -0.42664     0.51959997 ...  0.45057219  4.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel']",0,"[0, 2, 7]","[[1], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.4007301   0.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.69063377  1.
   2.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.49702913  2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel']",2,"[0, 2, 7]","[[4], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.4007301   2.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.69063377  1.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.49702913  0.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel']",7,"[0, 2, 7]","[[8, 9], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.4007301   7.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.69063377  6.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.49702913  5.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'keyboard', 'click', 'the', 'input', 'locales', 'tab', 'and', 'then', 'click', 'add']",10,"[10, 12, 19]","[[11], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.44196391 10.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.71708262  9.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.59348023  8.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'keyboard', 'click', 'the', 'input', 'locales', 'tab', 'and', 'then', 'click', 'add']",12,"[10, 12, 19]","[[14, 15, 16], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.44196391 12.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.71708262 11.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.59348023 10.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'control', 'panel', 'Double-Click', 'keyboard', 'click', 'the', 'input', 'locales', 'tab', 'and', 'then', 'click', 'add']",19,"[10, 12, 19]","[[20], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.44196391 19.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.71708262 18.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.59348023 17.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'keyboard', 'click', 'the', 'input', 'locales', 'tab', 'and', 'then', 'click', 'add', 'In', 'the', 'input', 'locale', 'box', 'click', 'basque']",16,[16],"[[17], []]","[[ 0.          0.          0.         ...  0.68861288 16.
   1.        ]
 [-0.97005999  0.70099998  0.63341999 ... -0.6100626  15.
   1.        ]
 [-0.76673001 -0.35962     0.38721001 ...  0.11424591 14.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['In', 'the', 'input', 'locale', 'box', 'click', 'basque', 'In', 'the', 'keyboard', 'layout/ime', 'box', 'click', 'spanish', 'variation']",12,[12],"[[13, 14], []]","[[ 0.085703   -0.22201     0.16569    ...  0.5720951  12.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  1.04161406 11.
   1.        ]
 [-0.47207001  0.40351999  0.51033002 ...  0.14596203 10.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['In', 'the', 'keyboard', 'layout/ime', 'box', 'click', 'spanish', 'variation', 'Click', 'ok', 'and', 'then', 'click', 'ok']",8,"[8, 12]","[[9], []]","[[ 0.085703   -0.22201     0.16569    ...  0.57294238  8.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.82028753  7.
   1.        ]
 [-0.97005999  0.70099998  0.63341999 ... -0.2802836   6.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['In', 'the', 'keyboard', 'layout/ime', 'box', 'click', 'spanish', 'variation', 'Click', 'ok', 'and', 'then', 'click', 'ok']",12,"[8, 12]","[[13], []]","[[ 0.085703   -0.22201     0.16569    ...  0.57294238 12.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.82028753 11.
   1.        ]
 [-0.97005999  0.70099998  0.63341999 ... -0.2802836  10.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'accessories', 'point', 'to', 'accessability', 'and', 'then', 'click', 'magnifier']",0,"[0, 2, 5, 8, 13]","[[1], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.24467805  0.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.54087162  1.
   2.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.33360383  2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'accessories', 'point', 'to', 'accessability', 'and', 'then', 'click', 'magnifier']",2,"[0, 2, 5, 8, 13]","[[4], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.24467805  2.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.54087162  1.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.33360383  0.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'accessories', 'point', 'to', 'accessability', 'and', 'then', 'click', 'magnifier']",5,"[0, 2, 5, 8, 13]","[[7], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.24467805  5.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.54087162  4.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.33360383  3.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'accessories', 'point', 'to', 'accessability', 'and', 'then', 'click', 'magnifier']",8,"[0, 2, 5, 8, 13]","[[10], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.24467805  8.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.54087162  7.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.33360383  6.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'accessories', 'point', 'to', 'accessability', 'and', 'then', 'click', 'magnifier']",13,"[0, 2, 5, 8, 13]","[[14], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.24467805 13.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.54087162 12.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.33360383 11.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'accessories', 'point', 'to', 'accessability', 'and', 'then', 'click', 'magnifier', 'Click', 'the', 'follow', 'mouse', 'cursor', 'check', 'box', 'to', 'select', 'it', 'and', 'then', 'click', 'exit']",15,"[15, 23, 27]","[[20, 21], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.3803688  15.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.59703618 14.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.4957903  13.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'accessories', 'point', 'to', 'accessability', 'and', 'then', 'click', 'magnifier', 'Click', 'the', 'follow', 'mouse', 'cursor', 'check', 'box', 'to', 'select', 'it', 'and', 'then', 'click', 'exit']",23,"[15, 23, 27]","[[20, 21], []]","[[-0.76673001 -0.35962     0.38721001 ...  0.3803688  23.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.59703618 22.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.4957903  21.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
