tokens,exclusive_related_actions,state_with_label
"['Click', 'start', 'click', 'run', 'in', 'the', 'open', 'box', 'type', 'secpol.msc', 'and', 'then', 'click', 'ok', 'Double-Click', 'local', 'policies', 'Double-Click', 'user', 'rights', 'assignment', 'Double-Click', 'back', 'up', 'files', 'and', 'directories', 'Click', 'add', 'and', 'then', 'double-click', 'the', 'administrators', 'group', 'Click', 'ok']","{0: [], 2: [], 8: [], 12: [], 14: [], 17: [], 21: [], 27: [], 31: [], 35: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.02072378  0.44172639
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.0247595  -0.13387255
   1.        ]
 [-0.76673001 -0.35962     0.38721001 ...  0.19224083  0.15499476
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'administrative', 'tools', 'and', 'then', 'click', 'local', 'security', 'policy', 'Under', 'security', 'settings', 'double-click', 'local', 'policies', 'and', 'then', 'click', 'security', 'options', 'Double-Click', 'additional', 'restrictions', 'for', 'anonymous', 'connections', 'and', 'then', 'under', 'local', 'policy', 'setting', 'click', 'not', 'defined', 'or', 'none.', 'rely', 'on', 'default', 'permissions']","{2: [], 5: [], 11: [], 18: [], 23: [], 26: [], 38: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.16832775  0.51499224
   1.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.47075108 -0.00425631
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.07959343 -0.01367796
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'start', 'and', 'then', 'click', 'explore', 'On', 'the', 'tools', 'menu', 'click', 'folder', 'options', 'Click', 'the', 'view', 'tab', 'and', 'then', 'in', 'the', 'advanced', 'settings', 'list', 'under', 'files', 'and', 'folders', 'do', 'the', 'following', 'Under', 'hidden', 'files', 'and', 'folders', 'click', 'show', 'hidden', 'files', 'and', 'folders', 'Click', 'to', 'clear', 'the', 'hide', 'file', 'extensions', 'for', 'known', 'file', 'types', 'check', 'box']","{0: [], 4: [], 10: [], 13: [], 36: [], 42: [], 44: []}","[[ 0.          0.          0.         ... -0.044404    0.00207978
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.08641519 -0.32779384
   1.        ]
 [-0.071953    0.23127     0.023731   ...  0.18431365  0.06736945
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'and', 'then', 'click', 'help', 'On', 'the', 'search', 'tab', 'type', 'internet', 'connection', 'sharing', 'in', 'the', 'type', 'in', 'the', 'keyword', 'to', 'find', 'box', 'and', 'then', 'click', 'list', 'topics', 'Double-Click', 'internet', 'connection', 'sharing', 'in', 'the', 'select', 'topic', 'box']","{0: [], 4: [], 10: [], 16: [], 25: [], 28: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.0037939   0.4386206
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.06689038 -0.2612958
   1.        ]
 [-0.071953    0.23127     0.023731   ...  0.24970144  0.07521956
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'network', 'and', 'dial-up', 'connections', 'Right-Click', 'the', 'appropriate', 'dial-up', 'network', 'and', 'then', 'click', 'properties', 'Click', 'the', 'networking', 'tab', 'and', 'then', 'click', 'settings', 'Click', 'to', 'clear', 'the', 'negotiate', 'multi-link', 'for', 'single', 'link', 'connections', 'check', 'box', 'if', 'it', 'is', 'selected', 'Click', 'ok', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 7: [], 12: [], 19: [], 21: [], 27: [], 29: [], 31: [], 44: [], 45: [], 49: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.05202489  0.29802132
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.08270951  0.0202793
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.12110588  0.05570876
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'click', 'run', 'type', 'services.msc', 'in', 'the', 'open', 'box', 'and', 'then', 'click', 'ok', 'In', 'the', 'list', 'of', 'services', 'double-click', 'tcp/ip', 'netbios', 'helper', 'service', 'In', 'the', 'startup', 'type', 'list', 'click', 'automatic', 'and', 'then', 'click', 'apply', 'Under', 'service', 'status', 'click', 'start', 'to', 'start', 'the', 'tcp/ip', 'netbios', 'helper', 'service', 'When', 'the', 'service', 'is', 'started', 'click', 'ok', 'and', 'then', 'quit', 'the', 'services', 'snap-in']","{0: [], 2: [], 4: [], 12: [], 19: [], 27: [], 29: [], 33: [], 38: [], 41: [], 52: [], 56: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.06582485  0.39359117
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.07033105 -0.13858999
   1.        ]
 [-0.76673001 -0.35962     0.38721001 ...  0.10637154  0.11108138
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'printers', 'Click', 'the', 'paintjet', 'printer', 'and', 'then', 'click', 'properties', 'on', 'the', 'file', 'menu', 'Click', 'the', 'device', 'settings', 'tab', 'Click', 'send', 'ctrl-d', 'after', 'each', 'job', 'and', 'then', 'click', 'no', 'in', 'the', 'list', 'box']","{0: [], 2: [], 7: [], 9: [], 15: [], 21: [], 26: [], 34: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.04457587  0.28138214
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.05461794 -0.09143645
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.0717498   0.00561295
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'my', 'network', 'places', 'and', 'then', 'click', 'properties', 'Right-Click', 'the', 'local', 'area', 'connection', 'icon', 'and', 'then', 'click', 'properties', 'Click', 'install', 'click', 'client', 'and', 'then', 'click', 'add', 'In', 'the', 'network', 'client', 'box', 'click', 'client', 'for', 'microsoft', 'networks', 'and', 'then', 'click', 'ok', 'In', 'the', 'local', 'area', 'connections', 'properties', 'window', 'click', 'ok']","{0: [], 6: [], 8: [], 16: [], 18: [], 20: [], 24: [], 31: [], 38: [], 47: []}","[[ 0.          0.          0.         ...  0.09262022  0.11115278
   2.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.49870336  0.18743245
   1.        ]
 [ 0.22336    -0.18421    -0.071397   ... -0.0392958   0.07156568
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'and', 'then', 'point', 'to', 'settings', 'Click', 'network', 'and', 'dial-up', 'connections', 'Double-Click', 'the', 'applicable', 'local', 'area', 'connection', 'and', 'then', 'click', 'properties', 'In', 'the', 'components', 'pane', 'click', 'internet', 'protocol', '(tcp/ip)', 'and', 'then', 'click', 'properties', 'Click', 'advanced', 'click', 'the', 'wins', 'tab', 'and', 'then', 'click', 'enable', 'netbios', 'over', 'tcp/ip', 'Click', 'ok', 'to', 'close', 'all', 'the', 'dialog', 'boxes']","{0: [], 4: [], 7: [], 12: [], 20: [], 26: [], 32: [], 34: [], 36: [], 42: [], 47: [], 50: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.06605329  0.312249
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.03975092 -0.25084648
   1.        ]
 [-0.071953    0.23127     0.023731   ...  0.19651884  0.04913793
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'administrative', 'tools', 'and', 'then', 'click', 'services', 'Right-Click', 'internet', 'connection', 'sharing', 'and', 'then', 'click', 'properties', 'Under', 'startup', 'type', 'click', 'disabled', 'Under', 'service', 'status', 'click', 'stop', 'Click', 'ok']","{0: [], 2: [], 5: [], 11: [], 13: [], 19: [], 24: [], 29: [], 31: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.12938169  0.46307418
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.42848432 -0.07534203
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.13734148 -0.03914687
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Start', 'windows', 'explorer', 'On', 'the', 'tools', 'menu', 'click', 'folder', 'options', 'Click', 'the', 'view', 'tab', 'Click', 'to', 'clear', 'the', 'launch', 'folder', 'windows', 'in', 'a', 'separate', 'process', 'check', 'box', 'and', 'then', 'click', 'ok']","{0: [], 7: [], 10: [], 14: [], 16: [], 29: []}","[[ 0.23336001  0.16042     0.050714   ...  0.07020026 -0.1697928
   2.        ]
 [-0.54193997  0.39576     0.21015    ...  0.06525613  0.55229563
   1.        ]
 [-0.72951001 -0.16535001  0.85606998 ...  0.1182471   0.20694979
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'the', 'my', 'computer', 'icon', 'on', 'your', 'desktop', 'and', 'then', 'click', 'manage', 'In', 'the', 'computer', 'management', 'console', 'double-click', 'services', 'and', 'applications', 'and', 'then', 'click', 'services', 'In', 'the', 'rightmost', 'window', 'right-click', 'dhcp', 'client', 'and', 'then', 'click', 'properties', 'Change', 'startup', 'type', 'to', 'automatic', 'and', 'then', 'click', 'ok', 'Right-Click', 'the', 'dhcp', 'client', 'service', 'again', 'and', 'then', 'click', 'start']","{0: [], 10: [], 17: [], 23: [], 29: [], 34: [], 36: [], 43: [], 45: [], 53: []}","[[ 0.          0.          0.         ...  0.06584519  0.04778414
   2.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.71470219  0.53256524
   1.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.24483261 -0.48994532
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'network', 'and', 'dial-up', 'connections', 'Right-Click', 'local', 'area', 'connection', 'and', 'then', 'click', 'properties', 'Click', 'install', 'click', 'protocol', 'and', 'then', 'click', 'add', 'Click', 'network', 'monitor', 'driver', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 5: [], 10: [], 15: [], 21: [], 23: [], 25: [], 29: [], 31: [], 37: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.00502431  0.59043109
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.02297313 -0.00283917
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.23163609  0.03078143
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'my', 'network', 'places', 'and', 'then', 'click', 'properties', 'Double-Click', 'local', 'area', 'connection', 'and', 'then', 'click', 'properties', 'Click', 'to', 'select', 'the', 'file', 'and', 'print', 'sharing', 'for', 'microsoft', 'networks', 'check', 'box', 'and', 'then', 'click', 'ok']","{0: [], 6: [], 8: [], 14: [], 16: [], 18: [], 31: []}","[[ 0.          0.          0.         ...  0.09262022  0.11115278
   2.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.49870336  0.18743245
   1.        ]
 [ 0.22336    -0.18421    -0.071397   ... -0.0392958   0.07156568
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'administrative', 'tools', 'and', 'then', 'click', 'services', 'Right-Click', 'internet', 'connection', 'sharing', 'and', 'then', 'click', 'start']","{0: [], 2: [], 5: [], 11: [], 13: [], 19: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.12938169  0.46307418
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.42848432 -0.07534203
   1.        ]
 [ 0.17269    -0.027609    0.49901    ... -0.13734148 -0.03914687
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'the', 'click', 'printers', 'In', 'the', 'printers', 'dialog', 'box', 'right-click', 'your', 'printer', 'and', 'then', 'click', 'properties', 'On', 'the', 'advanced', 'tab', 'click', 'print', 'processor', 'In', 'the', 'default', 'datatype', 'list', 'click', 'raw', 'and', 'then', 'click', 'ok', 'Click', 'ok', 'to', 'close', 'the', 'printer', 'properties', 'dialog', 'box']","{0: [], 2: [], 7: [], 14: [], 19: [], 25: [], 33: [], 37: [], 39: [], 42: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.11202478  0.32450333
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.00594    -0.07410648
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.00697366 -0.03573596
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'click', 'control', 'panel', 'and', 'then', 'double-click', 'network', 'and', 'dial-up', 'connections', 'Right-Click', 'local', 'area', 'connection', 'and', 'then', 'click', 'properties', 'Click', 'install', 'click', 'service', 'in', 'the', 'select', 'network', 'component', 'type', 'box', 'and', 'then', 'click', 'add', 'Click', 'sap', 'agent', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 5: [], 10: [], 15: [], 21: [], 23: [], 25: [], 36: [], 38: [], 43: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.00502431  0.59043109
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.02297313 -0.00283917
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.23163609  0.03078143
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'printers', 'Right-Click', 'the', 'hp', '1600', 'cm/ps', 'printer', 'and', 'then', 'click', 'properties', 'On', 'the', 'advanced', 'tab', 'click', 'new', 'driver', 'Click', 'next', 'In', 'the', 'manufacturers', 'box', 'click', 'hp', 'in', 'the', 'models', 'box', 'click', '1600', 'cm/ps', 'Click', 'next', 'or', 'finish', 'until', 'the', 'wizard', 'finishes']","{0: [], 2: [], 7: [], 9: [], 17: [], 23: [], 26: [], 32: [], 38: [], 41: [44], 44: [41]}","[[-0.76673001 -0.35962     0.38721001 ...  0.04457587  0.28138214
   2.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.05461794 -0.09143645
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.0717498   0.00561295
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'network', 'and', 'dial-up', 'connection', 'Right-Click', 'local', 'area', 'connection', 'and', 'then', 'click', 'properties', 'Click', 'internet', 'protocol', '(tcp/ip)', 'and', 'then', 'click', 'properties', 'Click', 'advanced', 'and', 'then', 'click', 'the', 'wins', 'tab', 'Click', 'enable', 'netbios', 'over', 'tcp/ip', 'Click', 'ok', 'you', 'can', 'disregard', 'the', 'empty', 'primary', 'wins', 'address', 'notification', 'Click', 'ok', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 7: [], 12: [], 18: [], 20: [], 26: [], 28: [], 32: [], 36: [], 41: [], 52: [], 56: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.04342363  0.3060779
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.07902776  0.00482643
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.15340944  0.05108573
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'network', 'and', 'dial-up', 'connections', 'Click', 'local', 'area', 'connection', 'and', 'then', 'click', 'properties', 'on', 'the', 'file', 'menu', 'click', 'install', 'Click', 'clients', 'click', 'add', 'click', 'client', 'for', 'microsoft', 'networks', 'and', 'then', 'click', 'ok']","{0: [], 2: [], 7: [], 12: [], 18: [], 24: [], 26: [], 28: [], 30: [], 37: []}","[[-0.76673001 -0.35962     0.38721001 ... -0.05202489  0.29802132
   2.        ]
 [ 0.23336001  0.16042     0.050714   ... -0.08270951  0.0202793
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.12110588  0.05570876
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'tools', 'and', 'then', 'choose', 'internet', 'options', 'Click', 'the', 'advanced', 'tab', 'Click', 'to', 'select', 'the', 'show', 'pictures', 'check', 'box', 'Click', 'ok']","{0: [], 4: [], 7: [], 11: [], 13: [], 19: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.0769242   0.15957455
   2.        ]
 [-0.68381     0.76694    -0.40511    ...  0.21733932  0.33694312
   1.        ]
 [-0.071953    0.23127     0.023731   ...  0.16272846  0.03743523
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['On', 'the', 'tools', 'menu', 'click', 'internet', 'options', 'and', 'then', 'click', 'the', 'advanced', 'tab', 'In', 'the', 'settings', 'box', 'under', 'printing', 'click', 'to', 'select', 'the', 'print', 'background', 'colors', 'and', 'images', 'check', 'box', 'and', 'then', 'click', 'ok']","{4: [], 9: [], 19: [], 21: [], 32: []}","[[-0.21863    -0.42664     0.51959997 ...  0.25342932 -0.06502734
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.36721978  0.36289763
   1.        ]
 [-0.68381     0.76694    -0.40511    ...  0.30635452  0.53557515
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'internet', 'options', 'on', 'the', 'tools', 'menu', 'and', 'then', 'click', 'the', 'security', 'tab', 'Click', 'internet', 'in', 'the', 'select', 'a', 'web', 'content', 'zone', 'to', 'specify', 'its', 'security', 'settings', 'section', 'and', 'then', 'click', 'custom', 'level', 'In', 'the', 'run', 'activex', 'scripts', 'and', 'plugins', 'section', 'click', 'disable', 'and', 'then', 'click', 'ok']","{0: [], 9: [], 13: [], 17: [], 23: [], 30: [], 41: [], 45: []}","[[-0.76673001 -0.35962     0.38721001 ...  0.18828481  0.23797356
   2.        ]
 [ 0.17614     0.0020898   0.14669999 ...  0.68432546  0.52589947
   1.        ]
 [ 0.14804     0.31521001  0.10215    ...  0.13481078  0.11570766
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['On', 'the', 'tools', 'menu', 'in', 'internet', 'explorer', 'click', 'internet', 'options', 'Click', 'the', 'advanced', 'tab', 'Click', 'to', 'clear', 'the', 'do', 'not', 'save', 'encrypted', 'pages', 'to', 'disk', 'check', 'box', 'and', 'then', 'click', 'ok']","{7: [], 10: [], 14: [], 16: [], 29: []}","[[-0.21863    -0.42664     0.51959997 ...  0.33642885 -0.02894027
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.61503369  0.28656596
   1.        ]
 [-0.68381     0.76694    -0.40511    ...  0.35139036  0.48250288
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['On', 'the', 'tools', 'menu', 'in', 'internet', 'explorer', 'click', 'internet', 'options', 'On', 'the', 'general', 'tab', 'under', 'temporary', 'internet', 'files', 'click', 'delete', 'files', 'and', 'then', 'click', 'ok', 'on', 'the', 'delete', 'files', 'dialog', 'box', 'Click', 'ok', 'to', 'close', 'the', 'internet', 'options', 'dialog', 'box', 'Click', 'the', 'refresh', 'button', 'at', 'the', 'top', 'of', 'the', 'browser', 'to', 'ensure', 'that', 'you', 'are', 'viewing', 'the', 'latest', 'version', 'of', 'the', 'current', 'page']","{7: [], 18: [], 23: [], 31: [], 34: [], 40: [], 55: []}","[[-0.21863    -0.42664     0.51959997 ...  0.33642885 -0.02894027
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.61503369  0.28656596
   1.        ]
 [-0.68381     0.76694    -0.40511    ...  0.35139036  0.48250288
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['In', 'internet', 'explorer', 'click', 'internet', 'options', 'on', 'the', 'tools', 'menu', 'Click', 'the', 'advanced', 'tab', 'Click', 'to', 'select', 'the', 'show', 'internet', 'explorer', 'on', 'desktop', 'check', 'box']","{3: [], 10: [], 14: [], 16: []}","[[ 0.085703   -0.22201     0.16569    ...  0.53295153  0.03994929
   1.        ]
 [ 0.17614     0.0020898   0.14669999 ...  0.09773781  0.19064322
   1.        ]
 [-0.72951001 -0.16535001  0.85606998 ...  0.21971133  0.03935244
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['In', 'internet', 'explorer', 'click', 'internet', 'options', 'on', 'the', 'tools', 'menu', 'On', 'the', 'general', 'tab', 'click', 'languages', 'Click', 'english', '[united', 'states][en-us]', 'and', 'then', 'click', 'ok', 'Click', 'ok', 'to', 'close', 'the', 'language', 'preference', 'dialog', 'box', 'click', 'ok', 'to', 'close', 'the', 'internet', 'options', 'dialog', 'box']","{3: [], 14: [], 16: [], 22: [], 24: [], 27: [], 33: [], 36: []}","[[ 0.085703   -0.22201     0.16569    ...  0.53295153  0.03994929
   1.        ]
 [ 0.17614     0.0020898   0.14669999 ...  0.09773781  0.19064322
   1.        ]
 [-0.72951001 -0.16535001  0.85606998 ...  0.21971133  0.03935244
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['In', 'internet', 'explorer', 'click', 'internet', 'options', 'on', 'the', 'tools', 'menu', 'On', 'the', 'privacy', 'tab', 'click', 'advanced', 'Click', 'to', 'select', 'the', 'override', 'automatic', 'cookie', 'handling', 'check', 'box', 'Click', 'prompt', 'for', 'both', 'first-party', 'cookies', 'and', 'third-party', 'cookies', 'Click', 'ok', 'twice']","{3: [], 14: [], 16: [], 18: [], 26: [], 35: []}","[[ 0.085703   -0.22201     0.16569    ...  0.53295153  0.03994929
   1.        ]
 [ 0.17614     0.0020898   0.14669999 ...  0.09773781  0.19064322
   1.        ]
 [-0.72951001 -0.16535001  0.85606998 ...  0.21971133  0.03935244
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['In', 'control', 'panel', 'double-click', 'display', 'Click', 'none', 'and', 'then', 'click', 'ok']","{3: [], 5: [], 9: []}","[[ 0.085703   -0.22201     0.16569    ...  0.42538416 -0.15051845
   1.        ]
 [-0.16487999 -1.02699995  0.58678001 ...  0.00409193  0.09161007
   1.        ]
 [-0.26982     0.15716     0.6067     ...  0.1794278   0.73456246
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Open', 'control', 'panel', 'and', 'then', 'click', 'power', 'options', 'Click', 'the', 'power', 'schemes', 'tab', 'Under', 'power', 'schemes', 'click', 'always', 'on']","{0: [], 5: [], 8: [], 16: []}","[[-0.61034     0.60236001  0.61764997 ...  0.25639263  0.20221649
   2.        ]
 [-0.16487999 -1.02699995  0.58678001 ...  0.0950809   0.13158245
   1.        ]
 [-0.26982     0.15716     0.6067     ...  0.14036362  0.34878242
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'my', 'computer', 'On', 'the', 'tools', 'menu', 'click', 'folder', 'options', 'Click', 'the', 'offline', 'files', 'tab', 'Click', 'to', 'select', 'the', 'enable', 'offline', 'files', 'check', 'box', 'click', 'apply', 'and', 'then', 'click', 'ok']","{0: [], 7: [], 10: [], 15: [], 17: [], 24: [], 28: []}","[[ 0.          0.          0.         ... -0.0262778  -0.06155529
   2.        ]
 [ 0.080273   -0.10861     0.72066998 ...  0.05461434 -0.2096357
   1.        ]
 [-0.16298001  0.30140999  0.57977998 ... -0.11416405  0.19584274
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
