tokens,act_ind,act_inds,obj_inds,state_with_label
"['On', 'the', 'properties', 'tab', 'click', 'to', 'select', 'the', 'enable', 'digital', 'cd', 'audio', 'for', 'this', 'cd-rom', 'device', 'Click', 'ok', 'and', 'then', 'restart', 'your', 'computer', 'when', 'you', 'are', 'prompted']",20,"[16, 20]","[[22], []]","[[-0.21863    -0.42664     0.51959997 ...  0.18084    20.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.27061999 19.
   1.        ]
 [ 0.57325    -0.42473    -0.36135    ... -0.04999    18.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'network', 'and', 'dial-up', 'connections']",0,"[0, 2, 7]","[[1], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999  0.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155     1.
   2.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.61360002  2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'network', 'and', 'dial-up', 'connections']",2,"[0, 2, 7]","[[4], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999  2.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155     1.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.61360002  0.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'network', 'and', 'dial-up', 'connections']",7,"[0, 2, 7]","[[8, 10, 11], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999  7.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155     6.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.61360002  5.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'network', 'and', 'dial-up', 'connections', 'Right-Click', 'the', 'dial-up', 'adapter', 'and', 'then', 'click', 'properties']",12,"[12, 18]","[[14, 15], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999 12.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155    11.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.61360002 10.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'settings', 'and', 'then', 'click', 'network', 'and', 'dial-up', 'connections', 'Right-Click', 'the', 'dial-up', 'adapter', 'and', 'then', 'click', 'properties']",18,"[12, 18]","[[19], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999 18.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155    17.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.61360002 16.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'the', 'dial-up', 'adapter', 'and', 'then', 'click', 'properties', 'Click', 'the', 'networking', 'tab']",8,[8],"[[10, 11], []]","[[ 0.          0.          0.         ...  0.          8.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.27061999  7.
   1.        ]
 [ 0.49954     0.42361999 -0.54198003 ...  0.044605    6.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'networking', 'tab', 'In', 'the', 'type', 'of', 'dial-up', 'server', 'i', 'am', 'calling', 'box', 'click', 'ppp:', 'windows', '95/98/nt/2000', 'internet']",14,[14],"[[15, 16, 17, 18], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999 14.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.27061999 13.
   1.        ]
 [-0.21692     0.67141998 -0.6002     ...  1.05729997 12.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['In', 'the', 'type', 'of', 'dial-up', 'server', 'i', 'am', 'calling', 'box', 'click', 'ppp:', 'windows', '95/98/nt/2000', 'internet', 'Click', 'settings']",15,[15],"[[16], []]","[[ 8.57030004e-02 -2.22010002e-01  1.65690005e-01 ... -3.42429996e-01
   1.50000000e+01  1.00000000e+00]
 [-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ...  2.70619988e-01
   1.40000000e+01  1.00000000e+00]
 [-4.69410002e-01  1.02320004e+00  5.24169998e-03 ... -3.60579997e-01
   1.30000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Click', 'settings', 'Click', 'to', 'clear', 'the', 'negotiate', 'multi-link', 'for', 'single', 'link', 'connections', 'check', 'box']",2,"[2, 4]","[[-1], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999  2.
   1.        ]
 [-0.54372001  0.33351001  0.26297    ... -0.026241    1.
   1.        ]
 [-0.76673001 -0.35962     0.38721001 ... -0.22330999  0.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'settings', 'Click', 'to', 'clear', 'the', 'negotiate', 'multi-link', 'for', 'single', 'link', 'connections', 'check', 'box']",4,"[2, 4]","[[12, 13], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999  4.
   1.        ]
 [-0.54372001  0.33351001  0.26297    ... -0.026241    3.
   1.        ]
 [-0.76673001 -0.35962     0.38721001 ... -0.22330999  2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'to', 'clear', 'the', 'negotiate', 'multi-link', 'for', 'single', 'link', 'connections', 'check', 'box', 'Click', 'ok', 'and', 'then', 'click', 'ok']",12,"[12, 16]","[[13], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999 12.
   1.        ]
 [-0.18970001  0.050024    0.19084001 ... -0.15983    11.
   1.        ]
 [-0.29682001 -0.28611001  0.30842999 ...  0.53711998 10.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'to', 'clear', 'the', 'negotiate', 'multi-link', 'for', 'single', 'link', 'connections', 'check', 'box', 'Click', 'ok', 'and', 'then', 'click', 'ok']",16,"[12, 16]","[[17], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999 16.
   1.        ]
 [-0.18970001  0.050024    0.19084001 ... -0.15983    15.
   1.        ]
 [-0.29682001 -0.28611001  0.30842999 ...  0.53711998 14.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'click', 'administrative', 'tools', 'and', 'then', 'double-click', 'local', 'security', 'policy']",0,"[0, 2, 5, 10]","[[1], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999  0.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155     1.
   2.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.61360002  2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'click', 'administrative', 'tools', 'and', 'then', 'double-click', 'local', 'security', 'policy']",2,"[0, 2, 5, 10]","[[4], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999  2.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155     1.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.61360002  0.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'click', 'administrative', 'tools', 'and', 'then', 'double-click', 'local', 'security', 'policy']",5,"[0, 2, 5, 10]","[[6, 7], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999  5.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155     4.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.61360002  3.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'click', 'administrative', 'tools', 'and', 'then', 'double-click', 'local', 'security', 'policy']",10,"[0, 2, 5, 10]","[[11, 12, 13], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999 10.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155     9.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.61360002  8.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'click', 'administrative', 'tools', 'and', 'then', 'double-click', 'local', 'security', 'policy', 'Double-Click', 'local', 'policies']",14,[14],"[[15, 16], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999 14.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155    13.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.61360002 12.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'local', 'policies', 'Double-Click', 'security', 'options']",0,"[0, 3]","[[1, 2], []]","[[ 0.          0.          0.         ...  0.          0.
   1.        ]
 [-0.25705001 -0.056895   -0.38102999 ...  0.13427     1.
   2.        ]
 [-0.05408    -0.29214001 -0.11784    ...  0.11884     2.
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'local', 'policies', 'Double-Click', 'security', 'options']",3,"[0, 3]","[[4, 5], []]","[[ 0.          0.          0.         ...  0.          3.
   1.        ]
 [-0.25705001 -0.056895   -0.38102999 ...  0.13427     2.
   1.        ]
 [-0.05408    -0.29214001 -0.11784    ...  0.11884     1.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'security', 'options', 'In', 'the', 'right', 'pane', 'double-click', 'prevent', 'users', 'from', 'installing', 'printer', 'drivers']",7,[7],"[[8, 9], []]","[[ 0.          0.          0.         ...  0.          7.
   1.        ]
 [-0.54812002 -0.59526002  0.51106    ...  0.53381997  6.
   1.        ]
 [ 0.14804     0.31521001  0.10215    ...  0.69265997  5.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['In', 'the', 'right', 'pane', 'double-click', 'prevent', 'users', 'from', 'installing', 'printer', 'drivers', 'Click', 'disabled', 'and', 'then', 'click', 'ok']",11,"[11, 15]","[[12], []]","[[ 0.085703   -0.22201     0.16569    ... -0.34243    11.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.27061999 10.
   1.        ]
 [ 0.1006      0.20405     0.46026999 ...  0.070504    9.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['In', 'the', 'right', 'pane', 'double-click', 'prevent', 'users', 'from', 'installing', 'printer', 'drivers', 'Click', 'disabled', 'and', 'then', 'click', 'ok']",15,"[11, 15]","[[16], []]","[[ 0.085703   -0.22201     0.16569    ... -0.34243    15.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.27061999 14.
   1.        ]
 [ 0.1006      0.20405     0.46026999 ...  0.070504   13.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'click', 'run', 'in', 'the', 'open', 'box', 'type', 'secpol.msc', 'and', 'then', 'click', 'ok']",0,"[0, 2, 8, 12]","[[1], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999  0.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155     1.
   2.        ]
 [-0.76673001 -0.35962     0.38721001 ... -0.22330999  2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'click', 'run', 'in', 'the', 'open', 'box', 'type', 'secpol.msc', 'and', 'then', 'click', 'ok']",2,"[0, 2, 8, 12]","[[3], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999  2.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155     1.
   1.        ]
 [-0.76673001 -0.35962     0.38721001 ... -0.22330999  0.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'click', 'run', 'in', 'the', 'open', 'box', 'type', 'secpol.msc', 'and', 'then', 'click', 'ok']",8,"[0, 2, 8, 12]","[[9], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999  8.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155     7.
   1.        ]
 [-0.76673001 -0.35962     0.38721001 ... -0.22330999  6.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'click', 'run', 'in', 'the', 'open', 'box', 'type', 'secpol.msc', 'and', 'then', 'click', 'ok']",12,"[0, 2, 8, 12]","[[13], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999 12.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155    11.
   1.        ]
 [-0.76673001 -0.35962     0.38721001 ... -0.22330999 10.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'click', 'run', 'in', 'the', 'open', 'box', 'type', 'secpol.msc', 'and', 'then', 'click', 'ok', 'Double-Click', 'local', 'policies']",14,[14],"[[15, 16], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999 14.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155    13.
   1.        ]
 [-0.76673001 -0.35962     0.38721001 ... -0.22330999 12.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'local', 'policies', 'Double-Click', 'user', 'rights', 'assignment']",3,[3],"[[4, 5, 6], []]","[[ 0.          0.          0.         ...  0.          3.
   1.        ]
 [-0.25705001 -0.056895   -0.38102999 ...  0.13427     2.
   1.        ]
 [-0.05408    -0.29214001 -0.11784    ...  0.11884     1.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'user', 'rights', 'assignment', 'Double-Click', 'back', 'up', 'files', 'and', 'directories']",4,[4],"[[5, 6, 7, 9], []]","[[ 0.          0.          0.         ...  0.          4.
   1.        ]
 [-0.53907001  0.033098    0.52284998 ... -0.29624     3.
   1.        ]
 [ 0.58608001 -0.083537   -0.069161   ...  0.024872    2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'back', 'up', 'files', 'and', 'directories', 'Click', 'add', 'and', 'then', 'double-click', 'the', 'administrators', 'group']",6,"[6, 10]","[[7], []]","[[ 0.          0.          0.         ...  0.          6.
   1.        ]
 [ 0.081466    0.26043001  0.57471001 ... -0.076461    5.
   1.        ]
 [ 0.21469     0.43367001  0.33963999 ...  0.40299001  4.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Double-Click', 'back', 'up', 'files', 'and', 'directories', 'Click', 'add', 'and', 'then', 'double-click', 'the', 'administrators', 'group']",10,"[6, 10]","[[12, 13], []]","[[ 0.          0.          0.         ...  0.         10.
   1.        ]
 [ 0.081466    0.26043001  0.57471001 ... -0.076461    9.
   1.        ]
 [ 0.21469     0.43367001  0.33963999 ...  0.40299001  8.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'add', 'and', 'then', 'double-click', 'the', 'administrators', 'group', 'Click', 'ok']",8,[8],"[[9], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999  8.
   1.        ]
 [-1.23930001  0.83368999  0.083531   ...  0.44464001  7.
   1.        ]
 [-0.071953    0.23127     0.023731   ...  0.19539     6.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'administrative', 'tools', 'and', 'then', 'click', 'local', 'security', 'policy']",2,"[2, 5, 11]","[[4], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999  2.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155     1.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.61360002  0.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'administrative', 'tools', 'and', 'then', 'click', 'local', 'security', 'policy']",5,"[2, 5, 11]","[[7, 8], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999  5.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155     4.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.61360002  3.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'administrative', 'tools', 'and', 'then', 'click', 'local', 'security', 'policy']",11,"[2, 5, 11]","[[12, 13, 14], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999 11.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155    10.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.61360002  9.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'administrative', 'tools', 'and', 'then', 'click', 'local', 'security', 'policy', 'Under', 'security', 'settings', 'double-click', 'local', 'policies', 'and', 'then', 'click', 'security', 'options']",18,"[18, 23]","[[19, 20], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999 18.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155    17.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.61360002 16.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'start', 'point', 'to', 'programs', 'point', 'to', 'administrative', 'tools', 'and', 'then', 'click', 'local', 'security', 'policy', 'Under', 'security', 'settings', 'double-click', 'local', 'policies', 'and', 'then', 'click', 'security', 'options']",23,"[18, 23]","[[24, 25], []]","[[-0.76673001 -0.35962     0.38721001 ... -0.22330999 23.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155    22.
   1.        ]
 [ 0.17269    -0.027609    0.49901    ...  0.61360002 21.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Under', 'security', 'settings', 'double-click', 'local', 'policies', 'and', 'then', 'click', 'security', 'options', 'Double-Click', 'additional', 'restrictions', 'for', 'anonymous', 'connections', 'and', 'then', 'under', 'local', 'policy', 'setting', 'click', 'not', 'defined', 'or', 'none.', 'rely', 'on', 'default', 'permissions']",11,"[11, 23]","[[13, 16], []]","[[-0.16233     0.064641    0.25104001 ... -0.63155001 11.
   1.        ]
 [-0.54812002 -0.59526002  0.51106    ...  0.53381997 10.
   1.        ]
 [-0.54372001  0.33351001  0.26297    ... -0.026241    9.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Under', 'security', 'settings', 'double-click', 'local', 'policies', 'and', 'then', 'click', 'security', 'options', 'Double-Click', 'additional', 'restrictions', 'for', 'anonymous', 'connections', 'and', 'then', 'under', 'local', 'policy', 'setting', 'click', 'not', 'defined', 'or', 'none.', 'rely', 'on', 'default', 'permissions']",23,"[11, 23]","[[31], []]","[[-0.16233     0.064641    0.25104001 ... -0.63155001 23.
   1.        ]
 [-0.54812002 -0.59526002  0.51106    ...  0.53381997 22.
   1.        ]
 [-0.54372001  0.33351001  0.26297    ... -0.026241   21.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'start', 'and', 'then', 'click', 'explore']",0,"[0, 4]","[[1], []]","[[ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155     1.
   2.        ]
 [-0.071953    0.23127     0.023731   ...  0.19539     2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'start', 'and', 'then', 'click', 'explore']",4,"[0, 4]","[[5], []]","[[ 0.          0.          0.         ...  0.          4.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155     3.
   1.        ]
 [-0.071953    0.23127     0.023731   ...  0.19539     2.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Right-Click', 'start', 'and', 'then', 'click', 'explore', 'On', 'the', 'tools', 'menu', 'click', 'folder', 'options']",10,[10],"[[11, 12], []]","[[ 0.          0.          0.         ...  0.         10.
   1.        ]
 [ 0.23336001  0.16042     0.050714   ...  0.13155     9.
   1.        ]
 [-0.071953    0.23127     0.023731   ...  0.19539     8.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['On', 'the', 'tools', 'menu', 'click', 'folder', 'options', 'Click', 'the', 'view', 'tab', 'and', 'then', 'in', 'the', 'advanced', 'settings', 'list', 'under', 'files', 'and', 'folders', 'do', 'the', 'following']",7,[7],"[[9, 10], []]","[[-0.21863    -0.42664     0.51959997 ...  0.18084     7.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.27061999  6.
   1.        ]
 [-0.68381     0.76694    -0.40511    ...  0.71612     5.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Click', 'the', 'view', 'tab', 'and', 'then', 'in', 'the', 'advanced', 'settings', 'list', 'under', 'files', 'and', 'folders', 'do', 'the', 'following', 'Under', 'hidden', 'files', 'and', 'folders', 'click', 'show', 'hidden', 'files', 'and', 'folders']",23,[23],"[[24], []]","[[-7.66730011e-01 -3.59620005e-01  3.87210011e-01 ... -2.23309994e-01
   2.30000000e+01  1.00000000e+00]
 [-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ...  2.70619988e-01
   2.20000000e+01  1.00000000e+00]
 [-8.57860036e-03  3.57760012e-01  4.60209996e-01 ...  5.68920016e-01
   2.10000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
