tokens,act_ind,act_inds,obj_inds,state_with_label
"['If', 'you', 'have', 'a', 'portable', 'music', 'player', 'you', 'can', 'pass', 'the', 'time', 'by', 'listening', 'to', 'your', 'favorite', 'songs', 'If', 'you', 'know', 'how', 'to', 'play', 'an', 'instrument', 'you', 'can', 'practice', 'a', 'song', 'that', 'you', 'have', 'been', 'learning', 'or', 'you', 'can', 'teach', 'yourself', 'a', 'new', 'one']",28,"[28, 39]","[[30], []]","[[-2.62690008e-01  6.42400026e-01  8.48029971e-01 ...  2.32290000e-01
   2.80000000e+01  1.00000000e+00]
 [-4.98860002e-01  7.66020000e-01  8.97509992e-01 ...  7.85040021e-01
   2.70000000e+01  1.00000000e+00]
 [ 1.57110006e-01  6.56059980e-01  2.11489992e-03 ...  4.14689988e-01
   2.60000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['If', 'you', 'have', 'a', 'portable', 'music', 'player', 'you', 'can', 'pass', 'the', 'time', 'by', 'listening', 'to', 'your', 'favorite', 'songs', 'If', 'you', 'know', 'how', 'to', 'play', 'an', 'instrument', 'you', 'can', 'practice', 'a', 'song', 'that', 'you', 'have', 'been', 'learning', 'or', 'you', 'can', 'teach', 'yourself', 'a', 'new', 'one']",39,"[28, 39]","[[40], []]","[[-2.62690008e-01  6.42400026e-01  8.48029971e-01 ...  2.32290000e-01
   3.90000000e+01  1.00000000e+00]
 [-4.98860002e-01  7.66020000e-01  8.97509992e-01 ...  7.85040021e-01
   3.80000000e+01  1.00000000e+00]
 [ 1.57110006e-01  6.56059980e-01  2.11489992e-03 ...  4.14689988e-01
   3.70000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['If', 'you', 'know', 'how', 'to', 'play', 'an', 'instrument', 'you', 'can', 'practice', 'a', 'song', 'that', 'you', 'have', 'been', 'learning', 'or', 'you', 'can', 'teach', 'yourself', 'a', 'new', 'one', 'If', 'you', 'are', 'feeling', 'restless', 'try', 'singing', 'or', 'dancing', 'along', 'to', 'your', 'favorite', 'songs']",31,[31],"[[32], [34]]","[[-0.26269001  0.64240003  0.84802997 ...  0.23229    31.
   1.        ]
 [-0.49886     0.76602     0.89750999 ...  0.78504002 30.
   1.        ]
 [ 0.19073001  0.56863999  0.72026998 ...  0.57541001 29.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['If', 'you', 'are', 'feeling', 'restless', 'try', 'singing', 'or', 'dancing', 'along', 'to', 'your', 'favorite', 'songs', 'Get', 'crafty']",14,[14],"[[15], []]","[[-0.26269001  0.64240003  0.84802997 ...  0.23229    14.
   1.        ]
 [-0.49886     0.76602     0.89750999 ...  0.78504002 13.
   1.        ]
 [-0.51533002  0.83186001  0.22457001 ...  0.3479     12.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Even', 'if', 'you', 'are', 'not', 'a', 'crafter', 'you', 'might', 'want', 'to', 'consider', 'this', 'You', 'might', 'find', 'a', 'new', 'hobby', 'for', 'yourself', 'or', 'discover', 'a', 'hidden', 'talent']",15,"[15, 22]","[[18], []]","[[-0.15308     0.63194001  0.65512002 ...  0.41474    15.
   1.        ]
 [-0.26269001  0.64240003  0.84802997 ...  0.23229    14.
   1.        ]
 [-0.49886     0.76602     0.89750999 ...  0.78504002 13.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Even', 'if', 'you', 'are', 'not', 'a', 'crafter', 'you', 'might', 'want', 'to', 'consider', 'this', 'You', 'might', 'find', 'a', 'new', 'hobby', 'for', 'yourself', 'or', 'discover', 'a', 'hidden', 'talent']",22,"[15, 22]","[[25], []]","[[-0.15308     0.63194001  0.65512002 ...  0.41474    22.
   1.        ]
 [-0.26269001  0.64240003  0.84802997 ...  0.23229    21.
   1.        ]
 [-0.49886     0.76602     0.89750999 ...  0.78504002 20.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['You', 'might', 'find', 'a', 'new', 'hobby', 'for', 'yourself', 'or', 'discover', 'a', 'hidden', 'talent', 'Listed', 'below', 'are', 'some', 'simple', 'craft', 'ideas', 'to', 'get', 'you', 'started', 'Do', 'some', 'drawing', 'or', 'coloring']",24,[24],"[[26], [28]]","[[-0.49886     0.76602     0.89750999 ...  0.78504002 24.
   1.        ]
 [ 0.21247     0.4249      0.48245001 ...  0.2332     23.
   1.        ]
 [-0.13778     0.47448     0.30845001 ...  0.43381    22.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Listed', 'below', 'are', 'some', 'simple', 'craft', 'ideas', 'to', 'get', 'you', 'started', 'Do', 'some', 'drawing', 'or', 'coloring', 'If', 'you', 'own', 'some', 'paints', 'and', 'a', 'canvas', 'you', 'can', 'also', 'try', 'painting', 'instead']",27,[27],"[[28], []]","[[-0.15195     0.35725001  0.12197    ... -0.47040001 27.
   1.        ]
 [-0.32530001  0.79751003  0.81997001 ... -0.41683999 26.
   1.        ]
 [-0.51533002  0.83186001  0.22457001 ...  0.3479     25.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['If', 'you', 'own', 'some', 'paints', 'and', 'a', 'canvas', 'you', 'can', 'also', 'try', 'painting', 'instead', 'Make', 'some', 'crafty', 'items', 'such', 'as', 'yarn', 'dolls', 'or', 'duct', 'tape', 'wallets']",14,[14],"[[16, 17], []]","[[-0.26269001  0.64240003  0.84802997 ...  0.23229    14.
   1.        ]
 [-0.49886     0.76602     0.89750999 ...  0.78504002 13.
   1.        ]
 [ 0.16614    -0.17218     0.067721   ...  0.37097999 12.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Make', 'some', 'crafty', 'items', 'such', 'as', 'yarn', 'dolls', 'or', 'duct', 'tape', 'wallets', 'Try', 'knitting', 'crochet', 'or', 'embroidery']",12,[12],"[[13, 14], [16]]","[[-0.33252001  0.073082    0.34678    ...  0.28027001 12.
   1.        ]
 [-0.14452     0.56023002  0.2054     ...  0.82094997 11.
   1.        ]
 [ 0.20705    -0.17689     0.23909999 ...  0.47455001 10.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['A', 'simple', 'scarf', 'or', 'potholder', 'will', 'usually', 'take', '2', 'to', '3', 'hours', 'Make', 'something', 'out', 'of', 'clay', 'or', 'play-doh']",12,[12],"[[13], []]","[[-0.27085999  0.044006   -0.02026    ...  0.23642001 12.
   1.        ]
 [-0.74169999  0.78384    -0.10146    ...  0.36621001 11.
   1.        ]
 [-0.10711     0.022859   -0.88417    ... -0.079595   10.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Choose', 'a', 'time', 'of', 'day', 'to', 'clean', 'your', 'toilet', 'or', 'bidet']",0,"[0, 6]","[[2], []]","[[-0.40430999  0.49067     0.18057001 ...  0.081782    0.
   1.        ]
 [-0.27085999  0.044006   -0.02026    ...  0.23642001  1.
   1.        ]
 [-0.024221   -0.034855    0.35710001 ...  0.050783    2.
   2.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Choose', 'a', 'time', 'of', 'day', 'to', 'clean', 'your', 'toilet', 'or', 'bidet']",6,"[0, 6]","[[8], [10]]","[[-0.40430999  0.49067     0.18057001 ...  0.081782    6.
   1.        ]
 [-0.27085999  0.044006   -0.02026    ...  0.23642001  5.
   1.        ]
 [-0.024221   -0.034855    0.35710001 ...  0.050783    4.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['While', 'the', 'bleach', 'is', 'in', 'the', 'bowl', 'you', 'cannot', 'use', 'the', 'toilet', 'or', 'bidet', 'For', 'this', 'reason', 'it', 'is', 'best', 'to', 'deep', 'clean', 'the', 'toilet', 'or', 'bidet', 'when', 'you', 'are', 'out', 'of', 'the', 'house', 'or', 'asleep']",22,[22],"[[24], [26]]","[[ 0.094157    0.46456999  0.4535     ... -0.16581    22.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.27061999 21.
   1.        ]
 [-0.48923001  0.098331    0.13857    ...  0.72874999 20.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['For', 'this', 'reason', 'it', 'is', 'best', 'to', 'deep', 'clean', 'the', 'toilet', 'or', 'bidet', 'when', 'you', 'are', 'out', 'of', 'the', 'house', 'or', 'asleep', 'Choose', 'a', 'time', 'when', 'your', 'roommates', 'and', 'or', 'family', 'members', 'are', 'also', 'out', 'of', 'the', 'house']",22,[22],"[[24], []]","[[-0.14401001  0.32554001  0.14257    ... -0.073074   22.
   1.        ]
 [-0.57058001  0.44183001  0.70102    ...  0.37253001 21.
   1.        ]
 [ 0.43294001  0.1328      0.51507002 ...  0.41591001 20.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Choose', 'a', 'time', 'when', 'your', 'roommates', 'and', 'or', 'family', 'members', 'are', 'also', 'out', 'of', 'the', 'house', 'Let', 'your', 'roommates', 'or', 'family', 'members', 'know', 'when', 'you', 'are', 'leaving', 'bleach', 'in', 'your', 'toilet']",16,[16],"[[18], [20, 21]]","[[-0.40430999  0.49067     0.18057001 ...  0.081782   16.
   1.        ]
 [-0.27085999  0.044006   -0.02026    ...  0.23642001 15.
   1.        ]
 [-0.024221   -0.034855    0.35710001 ...  0.050783   14.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Let', 'your', 'roommates', 'or', 'family', 'members', 'know', 'when', 'you', 'are', 'leaving', 'bleach', 'in', 'your', 'toilet', 'Measure', 'and', 'pour', 'bleach', 'into', 'your', 'toilet', 'or', 'bidet']",15,"[15, 17]","[[21], [23]]","[[-0.20362     0.18005     0.38497001 ...  0.29043999 15.
   1.        ]
 [-0.57183999  0.046348    0.86732    ...  0.89952999 14.
   1.        ]
 [ 0.79334003 -0.10621     0.54562998 ...  0.3486     13.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Let', 'your', 'roommates', 'or', 'family', 'members', 'know', 'when', 'you', 'are', 'leaving', 'bleach', 'in', 'your', 'toilet', 'Measure', 'and', 'pour', 'bleach', 'into', 'your', 'toilet', 'or', 'bidet']",17,"[15, 17]","[[18], []]","[[-0.20362     0.18005     0.38497001 ...  0.29043999 17.
   1.        ]
 [-0.57183999  0.046348    0.86732    ...  0.89952999 16.
   1.        ]
 [ 0.79334003 -0.10621     0.54562998 ...  0.3486     15.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Measure', 'and', 'pour', 'bleach', 'into', 'your', 'toilet', 'or', 'bidet', 'Locate', 'a', 'measuring', 'cup', 'and', 'a', 'bottle', 'of', 'bleach']",9,[9],"[[11, 12, 15, 17], []]","[[-0.14663     0.47566     0.093184   ... -0.19529     9.
   1.        ]
 [-0.071953    0.23127     0.023731   ...  0.19539     8.
   1.        ]
 [-0.81484002  0.54295999 -0.89984    ...  0.61906999  7.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Locate', 'a', 'measuring', 'cup', 'and', 'a', 'bottle', 'of', 'bleach', 'Using', 'the', 'measuring', 'cup', 'pour', '0.25', 'cup', 'of', 'bleach']",9,"[9, 13]","[[11, 12], []]","[[-0.49678999 -0.30432001 -0.17178001 ... -0.37195     9.
   1.        ]
 [-0.27085999  0.044006   -0.02026    ...  0.23642001  8.
   1.        ]
 [-0.16132     0.98694003 -0.37992001 ...  0.25735     7.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Locate', 'a', 'measuring', 'cup', 'and', 'a', 'bottle', 'of', 'bleach', 'Using', 'the', 'measuring', 'cup', 'pour', '0.25', 'cup', 'of', 'bleach']",13,"[9, 13]","[[17], []]","[[-0.49678999 -0.30432001 -0.17178001 ... -0.37195    13.
   1.        ]
 [-0.27085999  0.044006   -0.02026    ...  0.23642001 12.
   1.        ]
 [-0.16132     0.98694003 -0.37992001 ...  0.25735    11.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Using', 'the', 'measuring', 'cup', 'pour', '0.25', 'cup', 'of', 'bleach', 'After', 'opening', 'the', 'lid', 'and', 'lift', 'the', 'seat', 'of', 'your', 'stained', 'toilet', 'or', 'bidet', 'carefully', 'pour', 'the', 'bleach', 'into', 'the', 'bowl']",10,"[10, 14, 24]","[[12], []]","[[-0.46851     0.2615     -0.32521001 ... -0.13301    10.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.27061999  9.
   1.        ]
 [-0.16132     0.98694003 -0.37992001 ...  0.25735     8.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Using', 'the', 'measuring', 'cup', 'pour', '0.25', 'cup', 'of', 'bleach', 'After', 'opening', 'the', 'lid', 'and', 'lift', 'the', 'seat', 'of', 'your', 'stained', 'toilet', 'or', 'bidet', 'carefully', 'pour', 'the', 'bleach', 'into', 'the', 'bowl']",14,"[10, 14, 24]","[[16], []]","[[-0.46851     0.2615     -0.32521001 ... -0.13301    14.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.27061999 13.
   1.        ]
 [-0.16132     0.98694003 -0.37992001 ...  0.25735    12.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Using', 'the', 'measuring', 'cup', 'pour', '0.25', 'cup', 'of', 'bleach', 'After', 'opening', 'the', 'lid', 'and', 'lift', 'the', 'seat', 'of', 'your', 'stained', 'toilet', 'or', 'bidet', 'carefully', 'pour', 'the', 'bleach', 'into', 'the', 'bowl']",24,"[10, 14, 24]","[[26], []]","[[-0.46851     0.2615     -0.32521001 ... -0.13301    24.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.27061999 23.
   1.        ]
 [-0.16132     0.98694003 -0.37992001 ...  0.25735    22.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['It', 'is', 'also', 'harmful', 'if', 'swallowed', 'When', 'cleaning', 'with', 'bleach', 'work', 'in', 'a', 'well', 'ventilated', 'area', 'and', 'immediately', 'wash', 'any', 'parts', 'of', 'your', 'body', 'that', 'come', 'in', 'contact', 'with', 'the', 'bleach']",18,[18],"[[20, 23], []]","[[-0.30664     0.16821     0.98510998 ...  0.54521    18.
   1.        ]
 [-0.54263997  0.41475999  1.03219998 ...  0.46349001 17.
   1.        ]
 [-0.33818999  0.064568   -0.032558   ...  0.36017001 16.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['When', 'cleaning', 'with', 'bleach', 'work', 'in', 'a', 'well', 'ventilated', 'area', 'and', 'immediately', 'wash', 'any', 'parts', 'of', 'your', 'body', 'that', 'come', 'in', 'contact', 'with', 'the', 'bleach', 'Let', 'the', 'bleach', 'sit', 'overnight', 'or', 'throughout', 'the', 'day']",28,[28],"[[27], []]","[[ 0.073242    0.11134     0.62281001 ... -0.27516001 28.
   1.        ]
 [-0.51859999  0.16706    -0.36592001 ...  0.14569999 27.
   1.        ]
 [-0.43608001  0.39104     0.51656997 ...  0.088196   26.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Let', 'the', 'bleach', 'sit', 'overnight', 'or', 'throughout', 'the', 'day', 'Once', 'the', 'bleach', 'is', 'in', 'the', 'bowl', 'close', 'the', 'seat', 'and', 'shut', 'the', 'door', 'to', 'your', 'bathroom', 'to', 'prevent', 'children', 'and', 'pets', 'from', 'coming', 'into', 'contact', 'with', 'the', 'bleach']",16,"[16, 20, 27]","[[18], []]","[[-0.20362     0.18005     0.38497001 ...  0.29043999 16.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.27061999 15.
   1.        ]
 [-0.48923001  0.098331    0.13857    ...  0.72874999 14.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Let', 'the', 'bleach', 'sit', 'overnight', 'or', 'throughout', 'the', 'day', 'Once', 'the', 'bleach', 'is', 'in', 'the', 'bowl', 'close', 'the', 'seat', 'and', 'shut', 'the', 'door', 'to', 'your', 'bathroom', 'to', 'prevent', 'children', 'and', 'pets', 'from', 'coming', 'into', 'contact', 'with', 'the', 'bleach']",20,"[16, 20, 27]","[[22], []]","[[-0.20362     0.18005     0.38497001 ...  0.29043999 20.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.27061999 19.
   1.        ]
 [-0.48923001  0.098331    0.13857    ...  0.72874999 18.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Let', 'the', 'bleach', 'sit', 'overnight', 'or', 'throughout', 'the', 'day', 'Once', 'the', 'bleach', 'is', 'in', 'the', 'bowl', 'close', 'the', 'seat', 'and', 'shut', 'the', 'door', 'to', 'your', 'bathroom', 'to', 'prevent', 'children', 'and', 'pets', 'from', 'coming', 'into', 'contact', 'with', 'the', 'bleach']",27,"[16, 20, 27]","[[28, 30], []]","[[-0.20362     0.18005     0.38497001 ...  0.29043999 27.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.27061999 26.
   1.        ]
 [-0.48923001  0.098331    0.13857    ...  0.72874999 25.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['Once', 'the', 'bleach', 'is', 'in', 'the', 'bowl', 'close', 'the', 'seat', 'and', 'shut', 'the', 'door', 'to', 'your', 'bathroom', 'to', 'prevent', 'children', 'and', 'pets', 'from', 'coming', 'into', 'contact', 'with', 'the', 'bleach', 'After', 'a', 'coming', 'home', 'from', 'a', 'busy', 'day', 'or', 'waking', 'up', 'from', 'a', 'great', 'night’s', 'sleep', 'return', 'to', 'the', 'bathroom', 'and', 'flush', 'the', 'toilet']",45,"[45, 50]","[[48], []]","[[-2.38380000e-01  2.21670002e-01  3.50679994e-01 ...  3.69159997e-01
   4.50000000e+01  1.00000000e+00]
 [-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ...  2.70619988e-01
   4.40000000e+01  1.00000000e+00]
 [-4.89230007e-01  9.83309969e-02  1.38569996e-01 ...  7.28749990e-01
   4.30000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Once', 'the', 'bleach', 'is', 'in', 'the', 'bowl', 'close', 'the', 'seat', 'and', 'shut', 'the', 'door', 'to', 'your', 'bathroom', 'to', 'prevent', 'children', 'and', 'pets', 'from', 'coming', 'into', 'contact', 'with', 'the', 'bleach', 'After', 'a', 'coming', 'home', 'from', 'a', 'busy', 'day', 'or', 'waking', 'up', 'from', 'a', 'great', 'night’s', 'sleep', 'return', 'to', 'the', 'bathroom', 'and', 'flush', 'the', 'toilet']",50,"[45, 50]","[[52], []]","[[-2.38380000e-01  2.21670002e-01  3.50679994e-01 ...  3.69159997e-01
   5.00000000e+01  1.00000000e+00]
 [-3.81940007e-02 -2.44870007e-01  7.28120029e-01 ...  2.70619988e-01
   4.90000000e+01  1.00000000e+00]
 [-4.89230007e-01  9.83309969e-02  1.38569996e-01 ...  7.28749990e-01
   4.80000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['After', 'a', 'coming', 'home', 'from', 'a', 'busy', 'day', 'or', 'waking', 'up', 'from', 'a', 'great', 'night’s', 'sleep', 'return', 'to', 'the', 'bathroom', 'and', 'flush', 'the', 'toilet', 'Lift', 'up', 'the', 'lid', 'to', 'reveal', 'a', 'clean', 'stain-free', 'toilet', 'or', 'bidet']",24,"[24, 29]","[[17], []]","[[ 3.77110004e-01 -3.44709992e-01  1.34049997e-01 ... -6.69269979e-01
   2.40000000e+01  1.00000000e+00]
 [-2.70859987e-01  4.40060012e-02 -2.02600006e-02 ...  2.36420006e-01
   2.30000000e+01  1.00000000e+00]
 [ 6.67089969e-02  2.74479985e-01  8.14239979e-01 ...  2.55950000e-02
   2.20000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['After', 'a', 'coming', 'home', 'from', 'a', 'busy', 'day', 'or', 'waking', 'up', 'from', 'a', 'great', 'night’s', 'sleep', 'return', 'to', 'the', 'bathroom', 'and', 'flush', 'the', 'toilet', 'Lift', 'up', 'the', 'lid', 'to', 'reveal', 'a', 'clean', 'stain-free', 'toilet', 'or', 'bidet']",29,"[24, 29]","[[33], [35]]","[[ 3.77110004e-01 -3.44709992e-01  1.34049997e-01 ... -6.69269979e-01
   2.90000000e+01  1.00000000e+00]
 [-2.70859987e-01  4.40060012e-02 -2.02600006e-02 ...  2.36420006e-01
   2.80000000e+01  1.00000000e+00]
 [ 6.67089969e-02  2.74479985e-01  8.14239979e-01 ...  2.55950000e-02
   2.70000000e+01  1.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
"['Lift', 'up', 'the', 'lid', 'to', 'reveal', 'a', 'clean', 'stain-free', 'toilet', 'or', 'bidet', 'If', 'the', 'toilet', 'or', 'bidet', 'still', 'has', 'stains', 'try', 'this', 'method', 'again']",20,[20],"[[22], []]","[[-0.16946    -0.071853    0.20840999 ... -0.26955    20.
   1.        ]
 [ 0.21469     0.43367001  0.33963999 ...  0.40299001 19.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.27061999 18.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
"['If', 'the', 'toilet', 'or', 'bidet', 'still', 'has', 'stains', 'try', 'this', 'method', 'again', 'Allow', 'the', 'bleach', 'to', 'sit', 'in', 'the', 'toilet', 'or', 'bidet', 'for', 'a', 'longer', 'period', 'of', 'time']",16,[16],"[[14], []]","[[-0.26269001  0.64240003  0.84802997 ...  0.23229    16.
   1.        ]
 [-0.038194   -0.24487001  0.72812003 ...  0.27061999 15.
   1.        ]
 [-0.24946     1.14849997  0.44914001 ...  0.30509001 14.
   1.        ]
 ...
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]
 [ 0.          0.          0.         ...  0.          0.
   1.        ]]"
